locus_tag	ftype	length_bp	gene	EC_number	COG	product
CFDEIIKN_00001	gene	288	yafJ_1			
CFDEIIKN_00001	CDS	288	yafJ_1	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
CFDEIIKN_00002	gene	76				
CFDEIIKN_00002	tRNA	76				tRNA-Ala(tgc)
CFDEIIKN_00003	gene	77				
CFDEIIKN_00003	tRNA	77				tRNA-Ile(gat)
CFDEIIKN_00004	gene	345				
CFDEIIKN_00004	CDS	345				hypothetical protein
CFDEIIKN_00005	gene	897	kdpD_1			
CFDEIIKN_00005	CDS	897	kdpD_1	2.7.13.3	COG2205	Sensor protein KdpD
CFDEIIKN_00006	gene	705	kdpE_1			
CFDEIIKN_00006	CDS	705	kdpE_1		COG0745	KDP operon transcriptional regulatory protein KdpE
CFDEIIKN_00007	gene	336				
CFDEIIKN_00007	CDS	336				hypothetical protein
CFDEIIKN_00008	gene	123				
CFDEIIKN_00008	CDS	123				hypothetical protein
CFDEIIKN_00009	gene	1113				
CFDEIIKN_00009	CDS	1113				hypothetical protein
CFDEIIKN_00010	gene	1530				
CFDEIIKN_00010	CDS	1530				hypothetical protein
CFDEIIKN_00011	gene	228				
CFDEIIKN_00011	CDS	228				hypothetical protein
CFDEIIKN_00012	gene	1023				
CFDEIIKN_00012	CDS	1023				hypothetical protein
CFDEIIKN_00013	gene	303				
CFDEIIKN_00013	CDS	303				hypothetical protein
CFDEIIKN_00014	gene	288				
CFDEIIKN_00014	CDS	288				hypothetical protein
CFDEIIKN_00015	gene	546				
CFDEIIKN_00015	CDS	546				hypothetical protein
CFDEIIKN_00016	gene	942				
CFDEIIKN_00016	CDS	942				hypothetical protein
CFDEIIKN_00017	gene	804				
CFDEIIKN_00017	CDS	804				hypothetical protein
CFDEIIKN_00018	gene	450				
CFDEIIKN_00018	CDS	450				hypothetical protein
CFDEIIKN_00019	gene	1023				
CFDEIIKN_00019	CDS	1023				hypothetical protein
CFDEIIKN_00020	gene	576				
CFDEIIKN_00020	CDS	576				hypothetical protein
CFDEIIKN_00021	gene	861	petJ_1			
CFDEIIKN_00021	CDS	861	petJ_1			Cytochrome c6
CFDEIIKN_00022	gene	1419	oprM_1			
CFDEIIKN_00022	CDS	1419	oprM_1		COG1538	Outer membrane protein OprM
CFDEIIKN_00023	gene	3156	mexB			
CFDEIIKN_00023	CDS	3156	mexB		COG0841	Multidrug resistance protein MexB
CFDEIIKN_00024	gene	1284	acrA			
CFDEIIKN_00024	CDS	1284	acrA			Multidrug efflux pump subunit AcrA
CFDEIIKN_00025	gene	660	ttgR			
CFDEIIKN_00025	CDS	660	ttgR			HTH-type transcriptional regulator TtgR
CFDEIIKN_00026	gene	76				
CFDEIIKN_00026	tRNA	76				tRNA-Arg(ccg)
CFDEIIKN_00027	gene	86				
CFDEIIKN_00027	tRNA	86				tRNA-Tyr(gta)
CFDEIIKN_00028	gene	74				
CFDEIIKN_00028	tRNA	74				tRNA-Gly(tcc)
CFDEIIKN_00029	gene	75				
CFDEIIKN_00029	tRNA	75				tRNA-Thr(ggt)
CFDEIIKN_00030	gene	405	tufA_1			
CFDEIIKN_00030	CDS	405	tufA_1		COG0050	Elongation factor Tu
CFDEIIKN_00031	gene	76				
CFDEIIKN_00031	tRNA	76				tRNA-Trp(cca)
CFDEIIKN_00032	gene	387	secE			
CFDEIIKN_00032	CDS	387	secE			Protein translocase subunit SecE
CFDEIIKN_00033	gene	597	nusG			
CFDEIIKN_00033	CDS	597	nusG		COG0250	Transcription termination/antitermination protein NusG
CFDEIIKN_00034	gene	432	rplK			
CFDEIIKN_00034	CDS	432	rplK		COG0080	50S ribosomal protein L11
CFDEIIKN_00035	gene	699	rplA			
CFDEIIKN_00035	CDS	699	rplA		COG0081	50S ribosomal protein L1
CFDEIIKN_00036	gene	525	rplJ			
CFDEIIKN_00036	CDS	525	rplJ		COG0244	50S ribosomal protein L10
CFDEIIKN_00037	gene	375	rplL			
CFDEIIKN_00037	CDS	375	rplL			50S ribosomal protein L7/L12
CFDEIIKN_00038	gene	4113	rpoB			
CFDEIIKN_00038	CDS	4113	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
CFDEIIKN_00039	gene	4236	rpoC			
CFDEIIKN_00039	CDS	4236	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
CFDEIIKN_00040	gene	585				
CFDEIIKN_00040	CDS	585				hypothetical protein
CFDEIIKN_00041	gene	1119	rsmB_1			
CFDEIIKN_00041	CDS	1119	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
CFDEIIKN_00042	gene	555				
CFDEIIKN_00042	CDS	555				hypothetical protein
CFDEIIKN_00043	gene	2298	sasA_1			
CFDEIIKN_00043	CDS	2298	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
CFDEIIKN_00044	gene	684	cheB_1			
CFDEIIKN_00044	CDS	684	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
CFDEIIKN_00045	gene	76				
CFDEIIKN_00045	tRNA	76				tRNA-Phe(gaa)
CFDEIIKN_00046	gene	1356	intA_1			
CFDEIIKN_00046	CDS	1356	intA_1		COG0582	Prophage integrase IntA
CFDEIIKN_00047	gene	243				
CFDEIIKN_00047	CDS	243				hypothetical protein
CFDEIIKN_00048	gene	390				
CFDEIIKN_00048	CDS	390				hypothetical protein
CFDEIIKN_00049	gene	972	ftsH_1			
CFDEIIKN_00049	CDS	972	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
CFDEIIKN_00050	gene	384				
CFDEIIKN_00050	CDS	384				hypothetical protein
CFDEIIKN_00051	gene	405	tufA_2			
CFDEIIKN_00051	CDS	405	tufA_2		COG0050	Elongation factor Tu
CFDEIIKN_00052	gene	312	rpsJ			
CFDEIIKN_00052	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
CFDEIIKN_00053	gene	675	rplC			
CFDEIIKN_00053	CDS	675	rplC		COG0087	50S ribosomal protein L3
CFDEIIKN_00054	gene	621	rplD			
CFDEIIKN_00054	CDS	621	rplD		COG0088	50S ribosomal protein L4
CFDEIIKN_00055	gene	315	rplW			
CFDEIIKN_00055	CDS	315	rplW		COG0089	50S ribosomal protein L23
CFDEIIKN_00056	gene	825	rplB			
CFDEIIKN_00056	CDS	825	rplB		COG0090	50S ribosomal protein L2
CFDEIIKN_00057	gene	276	rpsS			
CFDEIIKN_00057	CDS	276	rpsS		COG0185	30S ribosomal protein S19
CFDEIIKN_00058	gene	333	rplV			
CFDEIIKN_00058	CDS	333	rplV		COG0091	50S ribosomal protein L22
CFDEIIKN_00059	gene	882	rpsC			
CFDEIIKN_00059	CDS	882	rpsC		COG0092	30S ribosomal protein S3
CFDEIIKN_00060	gene	417	rplP			
CFDEIIKN_00060	CDS	417	rplP		COG0197	50S ribosomal protein L16
CFDEIIKN_00061	gene	195	rpmC			
CFDEIIKN_00061	CDS	195	rpmC		COG0255	50S ribosomal protein L29
CFDEIIKN_00062	gene	270	rpsQ			
CFDEIIKN_00062	CDS	270	rpsQ		COG0186	30S ribosomal protein S17
CFDEIIKN_00063	gene	510				
CFDEIIKN_00063	CDS	510		1.11.1.15		Peroxiredoxin
CFDEIIKN_00064	gene	1590				
CFDEIIKN_00064	CDS	1590				hypothetical protein
CFDEIIKN_00065	gene	492				
CFDEIIKN_00065	CDS	492				hypothetical protein
CFDEIIKN_00066	gene	687				
CFDEIIKN_00066	CDS	687				hypothetical protein
CFDEIIKN_00067	gene	456				
CFDEIIKN_00067	CDS	456			COG3909	Cytochrome c'
CFDEIIKN_00068	gene	504	resA_1			
