locus_tag	ftype	length_bp	gene	EC_number	COG	product
PMHFPHDA_00001	gene	228				
PMHFPHDA_00001	CDS	228				hypothetical protein
PMHFPHDA_00002	gene	894				
PMHFPHDA_00002	CDS	894				hypothetical protein
PMHFPHDA_00003	gene	1074				
PMHFPHDA_00003	CDS	1074				hypothetical protein
PMHFPHDA_00004	gene	228	tusA			
PMHFPHDA_00004	CDS	228	tusA		COG0425	Sulfur carrier protein TusA
PMHFPHDA_00005	gene	615	nudC			
PMHFPHDA_00005	CDS	615	nudC	3.6.1.22		NADH pyrophosphatase
PMHFPHDA_00006	gene	921	cysM			
PMHFPHDA_00006	CDS	921	cysM	2.5.1.47	COG0031	Cysteine synthase B
PMHFPHDA_00007	gene	85				
PMHFPHDA_00007	tRNA	85				tRNA-Leu(caa)
PMHFPHDA_00008	gene	270				
PMHFPHDA_00008	CDS	270				hypothetical protein
PMHFPHDA_00009	gene	1926				
PMHFPHDA_00009	CDS	1926				hypothetical protein
PMHFPHDA_00010	gene	651				
PMHFPHDA_00010	CDS	651				hypothetical protein
PMHFPHDA_00011	gene	156				
PMHFPHDA_00011	CDS	156				hypothetical protein
PMHFPHDA_00012	gene	1362	rep_1			
PMHFPHDA_00012	CDS	1362	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
PMHFPHDA_00013	gene	102				
PMHFPHDA_00013	CDS	102				hypothetical protein
PMHFPHDA_00014	gene	876				
PMHFPHDA_00014	CDS	876				hypothetical protein
PMHFPHDA_00015	gene	408				
PMHFPHDA_00015	CDS	408				hypothetical protein
PMHFPHDA_00016	gene	76				
PMHFPHDA_00016	tRNA	76				tRNA-Ala(tgc)
PMHFPHDA_00017	gene	77				
PMHFPHDA_00017	tRNA	77				tRNA-Ile(gat)
PMHFPHDA_00018	gene	822				
PMHFPHDA_00018	CDS	822				hypothetical protein
PMHFPHDA_00019	gene	1344	clcB			
PMHFPHDA_00019	CDS	1344	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
PMHFPHDA_00020	gene	3093	rhsC_1			
PMHFPHDA_00020	CDS	3093	rhsC_1		COG3209	Protein RhsC
PMHFPHDA_00021	gene	342				
PMHFPHDA_00021	CDS	342				hypothetical protein
PMHFPHDA_00022	gene	117				
PMHFPHDA_00022	CDS	117				hypothetical protein
PMHFPHDA_00023	gene	687				
PMHFPHDA_00023	CDS	687				hypothetical protein
PMHFPHDA_00024	gene	4719				
PMHFPHDA_00024	CDS	4719				hypothetical protein
PMHFPHDA_00025	gene	1122				
PMHFPHDA_00025	CDS	1122				hypothetical protein
PMHFPHDA_00026	gene	1293				
PMHFPHDA_00026	CDS	1293				hypothetical protein
PMHFPHDA_00027	gene	993				
PMHFPHDA_00027	CDS	993				hypothetical protein
PMHFPHDA_00028	gene	450				
PMHFPHDA_00028	CDS	450				hypothetical protein
PMHFPHDA_00029	gene	849				
PMHFPHDA_00029	CDS	849				hypothetical protein
PMHFPHDA_00030	gene	180				
PMHFPHDA_00030	CDS	180				hypothetical protein
PMHFPHDA_00031	gene	522				
PMHFPHDA_00031	CDS	522				hypothetical protein
PMHFPHDA_00032	gene	381				
PMHFPHDA_00032	CDS	381				hypothetical protein
PMHFPHDA_00033	gene	855				
PMHFPHDA_00033	CDS	855				hypothetical protein
PMHFPHDA_00034	gene	636				
PMHFPHDA_00034	CDS	636				hypothetical protein
PMHFPHDA_00035	gene	846				
PMHFPHDA_00035	CDS	846				hypothetical protein
PMHFPHDA_00036	gene	1329	yscN			
PMHFPHDA_00036	CDS	1329	yscN	7.1.2.2		putative ATP synthase YscN
PMHFPHDA_00037	gene	531				
PMHFPHDA_00037	CDS	531				hypothetical protein
PMHFPHDA_00038	gene	1710				
PMHFPHDA_00038	CDS	1710				hypothetical protein
PMHFPHDA_00039	gene	492				
PMHFPHDA_00039	CDS	492				hypothetical protein
PMHFPHDA_00040	gene	489				
PMHFPHDA_00040	CDS	489				hypothetical protein
PMHFPHDA_00041	gene	1380				
PMHFPHDA_00041	CDS	1380				hypothetical protein
PMHFPHDA_00042	gene	1782				
PMHFPHDA_00042	CDS	1782				hypothetical protein
PMHFPHDA_00043	gene	303				
PMHFPHDA_00043	CDS	303				IS481 family transposase ISAav5
PMHFPHDA_00044	gene	1368				
PMHFPHDA_00044	CDS	1368		3.4.24.-	COG0612	putative zinc protease
PMHFPHDA_00045	gene	801				
PMHFPHDA_00045	CDS	801				hypothetical protein
PMHFPHDA_00046	gene	663	yecS			
PMHFPHDA_00046	CDS	663	yecS		COG0765	L-cystine transport system permease protein YecS
PMHFPHDA_00047	gene	903				
PMHFPHDA_00047	CDS	903				hypothetical protein
PMHFPHDA_00048	gene	672				
PMHFPHDA_00048	CDS	672				hypothetical protein
PMHFPHDA_00049	gene	927	ghrA_1			
PMHFPHDA_00049	CDS	927	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
PMHFPHDA_00050	gene	1635				
PMHFPHDA_00050	CDS	1635		4.2.1.162		6-deoxy-6-sulfo-D-gluconate dehydratase
PMHFPHDA_00051	gene	1251				
PMHFPHDA_00051	CDS	1251				hypothetical protein
PMHFPHDA_00052	gene	447				
PMHFPHDA_00052	CDS	447				hypothetical protein
PMHFPHDA_00053	gene	3015				
PMHFPHDA_00053	CDS	3015				hypothetical protein
PMHFPHDA_00054	gene	1530				
PMHFPHDA_00054	CDS	1530				hypothetical protein
PMHFPHDA_00055	gene	1083	pucA_1			
PMHFPHDA_00055	CDS	1083	pucA_1	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
PMHFPHDA_00056	gene	2388	paoC_1			
PMHFPHDA_00056	CDS	2388	paoC_1	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
PMHFPHDA_00057	gene	1083	paoB_1			
PMHFPHDA_00057	CDS	1083	paoB_1	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
PMHFPHDA_00058	gene	672	paoA_1			
PMHFPHDA_00058	CDS	672	paoA_1	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
PMHFPHDA_00059	gene	741	mobA_1			
PMHFPHDA_00059	CDS	741	mobA_1	2.7.7.77		Molybdenum cofactor guanylyltransferase
PMHFPHDA_00060	gene	903	menH_1			
PMHFPHDA_00060	CDS	903	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PMHFPHDA_00061	gene	1149	adh_1			
PMHFPHDA_00061	CDS	1149	adh_1	1.1.1.1	COG1063	Alcohol dehydrogenase
PMHFPHDA_00062	gene	516				
PMHFPHDA_00062	CDS	516				hypothetical protein
PMHFPHDA_00063	gene	636	nfsB			
PMHFPHDA_00063	CDS	636	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
PMHFPHDA_00064	gene	432				
PMHFPHDA_00064	CDS	432				hypothetical protein
PMHFPHDA_00065	gene	729				
PMHFPHDA_00065	CDS	729				hypothetical protein
PMHFPHDA_00066	gene	1926				
PMHFPHDA_00066	CDS	1926		3.1.3.5	COG0737	NAD 5'-nucleotidase
PMHFPHDA_00067	gene	933	cmpR			
PMHFPHDA_00067	CDS	933	cmpR			HTH-type transcriptional activator CmpR
PMHFPHDA_00068	gene	1041				
PMHFPHDA_00068	CDS	1041				hypothetical protein
PMHFPHDA_00069	gene	2661				
PMHFPHDA_00069	CDS	2661				hypothetical protein
PMHFPHDA_00070	gene	630				
PMHFPHDA_00070	CDS	630				hypothetical protein
PMHFPHDA_00071	gene	300				
PMHFPHDA_00071	CDS	300				hypothetical protein
PMHFPHDA_00072	gene	771	cpdA_1			
PMHFPHDA_00072	CDS	771	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PMHFPHDA_00073	gene	1068	yegS			
PMHFPHDA_00073	CDS	1068	yegS	2.7.1.-		lipid kinase YegS
PMHFPHDA_00074	gene	834				
PMHFPHDA_00074	CDS	834				hypothetical protein
PMHFPHDA_00075	gene	1251	ydhP_1			
PMHFPHDA_00075	CDS	1251	ydhP_1		COG2814	Inner membrane transport protein YdhP
PMHFPHDA_00076	gene	714	hdl IVa			
PMHFPHDA_00076	CDS	714	hdl IVa	3.8.1.2		(S)-2-haloacid dehalogenase 4A
PMHFPHDA_00077	gene	675				
PMHFPHDA_00077	CDS	675				hypothetical protein
PMHFPHDA_00078	gene	1041				
PMHFPHDA_00078	CDS	1041				hypothetical protein
PMHFPHDA_00079	gene	705	livF_1			
PMHFPHDA_00079	CDS	705	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PMHFPHDA_00080	gene	879	lptB_1			
PMHFPHDA_00080	CDS	879	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PMHFPHDA_00081	gene	1158				
PMHFPHDA_00081	CDS	1158				hypothetical protein
PMHFPHDA_00082	gene	1581				
PMHFPHDA_00082	CDS	1581				hypothetical protein
PMHFPHDA_00083	gene	1263	amiC_1			
PMHFPHDA_00083	CDS	1263	amiC_1			Aliphatic amidase expression-regulating protein
PMHFPHDA_00084	gene	1356	dctA2			
PMHFPHDA_00084	CDS	1356	dctA2		COG1301	C4-dicarboxylate transport protein 2
PMHFPHDA_00085	gene	795	hopD2			
