locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOBAECNB_00001	gene	978				
BOBAECNB_00001	CDS	978				hypothetical protein
BOBAECNB_00002	gene	2049	fusA_1			
BOBAECNB_00002	CDS	2049	fusA_1		COG0480	Elongation factor G
BOBAECNB_00003	gene	999	ybhN_1			
BOBAECNB_00003	CDS	999	ybhN_1		COG0392	Inner membrane protein YbhN
BOBAECNB_00004	gene	1248	clsB_1			
BOBAECNB_00004	CDS	1248	clsB_1	2.7.8.-	COG1502	Cardiolipin synthase B
BOBAECNB_00005	gene	888				
BOBAECNB_00005	CDS	888				hypothetical protein
BOBAECNB_00006	gene	165				
BOBAECNB_00006	CDS	165				hypothetical protein
BOBAECNB_00007	gene	1488	amn			
BOBAECNB_00007	CDS	1488	amn	3.2.2.4	COG0775	AMP nucleosidase
BOBAECNB_00008	gene	741	minC			
BOBAECNB_00008	CDS	741	minC		COG0850	Septum site-determining protein MinC
BOBAECNB_00009	gene	816	minD			
BOBAECNB_00009	CDS	816	minD		COG2894	Septum site-determining protein MinD
BOBAECNB_00010	gene	261	minE			
BOBAECNB_00010	CDS	261	minE		COG0851	Cell division topological specificity factor
BOBAECNB_00011	gene	384				
BOBAECNB_00011	CDS	384				hypothetical protein
BOBAECNB_00012	gene	768	coaX			
BOBAECNB_00012	CDS	768	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
BOBAECNB_00013	gene	282				
BOBAECNB_00013	CDS	282				hypothetical protein
BOBAECNB_00014	gene	1266	egtB_1			
BOBAECNB_00014	CDS	1266	egtB_1	1.14.99.50		Hercynine oxygenase
BOBAECNB_00015	gene	1338	hslU			
BOBAECNB_00015	CDS	1338	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
BOBAECNB_00016	gene	561	hslV			
BOBAECNB_00016	CDS	561	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
BOBAECNB_00017	gene	1515				
BOBAECNB_00017	CDS	1515				hypothetical protein
BOBAECNB_00018	gene	642	dksA_1			
BOBAECNB_00018	CDS	642	dksA_1			RNA polymerase-binding transcription factor DksA
BOBAECNB_00019	gene	1113	yjiA_1			
BOBAECNB_00019	CDS	1113	yjiA_1	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
BOBAECNB_00020	gene	849	corC			
BOBAECNB_00020	CDS	849	corC		COG4535	Magnesium and cobalt efflux protein CorC
BOBAECNB_00021	gene	1530	lnt			
BOBAECNB_00021	CDS	1530	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
BOBAECNB_00022	gene	930	glyQ			
BOBAECNB_00022	CDS	930	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
BOBAECNB_00023	gene	2157	glyS			
BOBAECNB_00023	CDS	2157	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
BOBAECNB_00024	gene	606				
BOBAECNB_00024	CDS	606		3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
BOBAECNB_00025	gene	786	plsC			
BOBAECNB_00025	CDS	786	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
BOBAECNB_00026	gene	810				
BOBAECNB_00026	CDS	810				hypothetical protein
BOBAECNB_00027	gene	1074	gloB_1			
BOBAECNB_00027	CDS	1074	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
BOBAECNB_00028	gene	456				
BOBAECNB_00028	CDS	456				hypothetical protein
BOBAECNB_00029	gene	747	can_1			
BOBAECNB_00029	CDS	747	can_1	4.2.1.1	COG0288	Carbonic anhydrase 2
BOBAECNB_00030	gene	1854	aceK			
BOBAECNB_00030	CDS	1854	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
BOBAECNB_00031	gene	663				
BOBAECNB_00031	CDS	663				hypothetical protein
BOBAECNB_00032	gene	630				
BOBAECNB_00032	CDS	630				hypothetical protein
BOBAECNB_00033	gene	438				
BOBAECNB_00033	CDS	438				hypothetical protein
BOBAECNB_00034	gene	1191				
BOBAECNB_00034	CDS	1191				hypothetical protein
BOBAECNB_00035	gene	498				
BOBAECNB_00035	CDS	498				hypothetical protein
BOBAECNB_00036	gene	258				
BOBAECNB_00036	CDS	258				hypothetical protein
BOBAECNB_00037	gene	645	nsaD			
BOBAECNB_00037	CDS	645	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
BOBAECNB_00038	gene	1836				
BOBAECNB_00038	CDS	1836				hypothetical protein
BOBAECNB_00039	gene	672	dinG_1			
BOBAECNB_00039	CDS	672	dinG_1	3.1.-.-		3'-5' exonuclease DinG
BOBAECNB_00040	gene	1572	ahpF			
BOBAECNB_00040	CDS	1572	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
BOBAECNB_00041	gene	564	ahpC			
BOBAECNB_00041	CDS	564	ahpC	1.11.1.15		Alkyl hydroperoxide reductase C
BOBAECNB_00042	gene	1290				
BOBAECNB_00042	CDS	1290				hypothetical protein
BOBAECNB_00043	gene	381				
BOBAECNB_00043	CDS	381				hypothetical protein
BOBAECNB_00044	gene	1161				
BOBAECNB_00044	CDS	1161				hypothetical protein
BOBAECNB_00045	gene	945				
BOBAECNB_00045	CDS	945				hypothetical protein
BOBAECNB_00046	gene	975				
BOBAECNB_00046	CDS	975				hypothetical protein
