locus_tag	ftype	length_bp	gene	EC_number	COG	product
APHOOCJC_00001	gene	447				
APHOOCJC_00001	CDS	447				hypothetical protein
APHOOCJC_00002	gene	1716	recJ			
APHOOCJC_00002	CDS	1716	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
APHOOCJC_00003	gene	1035				
APHOOCJC_00003	CDS	1035				hypothetical protein
APHOOCJC_00004	gene	1254	lolC			
APHOOCJC_00004	CDS	1254	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
APHOOCJC_00005	gene	747	lolD			
APHOOCJC_00005	CDS	747	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
APHOOCJC_00006	gene	252				
APHOOCJC_00006	CDS	252				hypothetical protein
APHOOCJC_00007	gene	1044				
APHOOCJC_00007	CDS	1044				hypothetical protein
APHOOCJC_00008	gene	1029				
APHOOCJC_00008	CDS	1029			COG1721	putative protein
APHOOCJC_00009	gene	1020				
APHOOCJC_00009	CDS	1020				hypothetical protein
APHOOCJC_00010	gene	954				
APHOOCJC_00010	CDS	954				hypothetical protein
APHOOCJC_00011	gene	858	yjjV			
APHOOCJC_00011	CDS	858	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
APHOOCJC_00012	gene	501				
APHOOCJC_00012	CDS	501				hypothetical protein
APHOOCJC_00013	gene	765	speE_1			
APHOOCJC_00013	CDS	765	speE_1	2.5.1.16		Polyamine aminopropyltransferase
APHOOCJC_00014	gene	1722				
APHOOCJC_00014	CDS	1722				hypothetical protein
APHOOCJC_00015	gene	489				
APHOOCJC_00015	CDS	489				hypothetical protein
APHOOCJC_00016	gene	1512				
APHOOCJC_00016	CDS	1512				hypothetical protein
APHOOCJC_00017	gene	1299				
APHOOCJC_00017	CDS	1299				hypothetical protein
APHOOCJC_00018	gene	885				
APHOOCJC_00018	CDS	885				hypothetical protein
APHOOCJC_00019	gene	993	bepA_1			
APHOOCJC_00019	CDS	993	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
APHOOCJC_00020	gene	621				
APHOOCJC_00020	CDS	621				hypothetical protein
APHOOCJC_00021	gene	840	fabG_1			
APHOOCJC_00021	CDS	840	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
APHOOCJC_00022	gene	1224				
APHOOCJC_00022	CDS	1224				hypothetical protein
APHOOCJC_00023	gene	2685				
APHOOCJC_00023	CDS	2685				hypothetical protein
APHOOCJC_00024	gene	900				
APHOOCJC_00024	CDS	900				hypothetical protein
APHOOCJC_00025	gene	984	qorA			
APHOOCJC_00025	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
APHOOCJC_00026	gene	834				
APHOOCJC_00026	CDS	834				hypothetical protein
APHOOCJC_00027	gene	1041				
APHOOCJC_00027	CDS	1041				hypothetical protein
APHOOCJC_00028	gene	930	hdfR_1			
APHOOCJC_00028	CDS	930	hdfR_1			HTH-type transcriptional regulator HdfR
APHOOCJC_00029	gene	1572	fliC_1			
APHOOCJC_00029	CDS	1572	fliC_1		COG1344	B-type flagellin
APHOOCJC_00030	gene	1656				
APHOOCJC_00030	CDS	1656				hypothetical protein
APHOOCJC_00031	gene	519	lspA			
APHOOCJC_00031	CDS	519	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
APHOOCJC_00032	gene	2886	ileS			
APHOOCJC_00032	CDS	2886	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
APHOOCJC_00033	gene	1050	ribF			
APHOOCJC_00033	CDS	1050	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
APHOOCJC_00034	gene	558				
APHOOCJC_00034	CDS	558				hypothetical protein
APHOOCJC_00035	gene	1311	COQ3_1			
APHOOCJC_00035	CDS	1311	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
APHOOCJC_00036	gene	2061	sasA_1			
APHOOCJC_00036	CDS	2061	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
APHOOCJC_00037	gene	684	ompR_1			
APHOOCJC_00037	CDS	684	ompR_1			Transcriptional regulatory protein OmpR
APHOOCJC_00038	gene	2367				
APHOOCJC_00038	CDS	2367				hypothetical protein
APHOOCJC_00039	gene	567				
APHOOCJC_00039	CDS	567				hypothetical protein
APHOOCJC_00040	gene	1395				
APHOOCJC_00040	CDS	1395				hypothetical protein
APHOOCJC_00041	gene	1116	redW			
APHOOCJC_00041	CDS	1116	redW	1.3.8.14	COG1960	L-prolyl-[peptidyl-carrier protein] dehydrogenase
APHOOCJC_00042	gene	1182				
APHOOCJC_00042	CDS	1182		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
APHOOCJC_00043	gene	705				
APHOOCJC_00043	CDS	705				hypothetical protein
APHOOCJC_00044	gene	582	purN			
APHOOCJC_00044	CDS	582	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
APHOOCJC_00045	gene	984				
APHOOCJC_00045	CDS	984				hypothetical protein
APHOOCJC_00046	gene	729	ompR_2			
APHOOCJC_00046	CDS	729	ompR_2			Transcriptional regulatory protein OmpR
APHOOCJC_00047	gene	1134	sasA_2			
APHOOCJC_00047	CDS	1134	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
APHOOCJC_00048	gene	255				
APHOOCJC_00048	CDS	255				hypothetical protein
APHOOCJC_00049	gene	1854				
APHOOCJC_00049	CDS	1854				hypothetical protein
APHOOCJC_00050	gene	1275	rsmB_1			
APHOOCJC_00050	CDS	1275	rsmB_1	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
APHOOCJC_00051	gene	1215				
APHOOCJC_00051	CDS	1215				hypothetical protein
APHOOCJC_00052	gene	393				
APHOOCJC_00052	CDS	393				hypothetical protein
APHOOCJC_00053	gene	1506	hisC_1			
APHOOCJC_00053	CDS	1506	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
APHOOCJC_00054	gene	171	rpmG			
APHOOCJC_00054	CDS	171	rpmG		COG0267	50S ribosomal protein L33
APHOOCJC_00055	gene	234	rpmB			
APHOOCJC_00055	CDS	234	rpmB		COG0227	50S ribosomal protein L28
APHOOCJC_00056	gene	954				
APHOOCJC_00056	CDS	954		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
APHOOCJC_00057	gene	678	vfr			
APHOOCJC_00057	CDS	678	vfr		COG0664	Cyclic AMP receptor-like protein
APHOOCJC_00058	gene	2337	ftsK			
APHOOCJC_00058	CDS	2337	ftsK		COG1674	DNA translocase FtsK
APHOOCJC_00059	gene	549	lolA			
APHOOCJC_00059	CDS	549	lolA		COG2834	Outer-membrane lipoprotein carrier protein
APHOOCJC_00060	gene	1350	rarA			
APHOOCJC_00060	CDS	1350	rarA		COG2256	Replication-associated recombination protein A
APHOOCJC_00061	gene	930	livH_1			
APHOOCJC_00061	CDS	930	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
APHOOCJC_00062	gene	1077	livH_2			
APHOOCJC_00062	CDS	1077	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
APHOOCJC_00063	gene	783	lptB_1			
