locus_tag	ftype	length_bp	gene	EC_number	COG	product
CMPNKDOL_00001	gene	201				
CMPNKDOL_00001	CDS	201				hypothetical protein
CMPNKDOL_00002	gene	882	yofA			
CMPNKDOL_00002	CDS	882	yofA		COG0583	HTH-type transcriptional regulator YofA
CMPNKDOL_00003	gene	783	eno_1			
CMPNKDOL_00003	CDS	783	eno_1	4.2.1.11		Enolase
CMPNKDOL_00004	gene	534	eno_2			
CMPNKDOL_00004	CDS	534	eno_2	4.2.1.11		Enolase
CMPNKDOL_00005	gene	1419	ttuE			
CMPNKDOL_00005	CDS	1419	ttuE	2.7.1.40		Pyruvate kinase
CMPNKDOL_00006	gene	1317	ttuD_1			
CMPNKDOL_00006	CDS	1317	ttuD_1	1.1.1.81		Putative hydroxypyruvate reductase
CMPNKDOL_00007	gene	1305	ttuB			
CMPNKDOL_00007	CDS	1305	ttuB			Putative tartrate transporter
CMPNKDOL_00008	gene	528				
CMPNKDOL_00008	CDS	528				hypothetical protein
CMPNKDOL_00009	gene	813	echA8_1			
CMPNKDOL_00009	CDS	813	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
CMPNKDOL_00010	gene	780	baiA			
CMPNKDOL_00010	CDS	780	baiA	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
CMPNKDOL_00011	gene	978				
CMPNKDOL_00011	CDS	978				hypothetical protein
CMPNKDOL_00012	gene	1158				
CMPNKDOL_00012	CDS	1158		1.3.99.-		Acyl-CoA dehydrogenase FadE27
CMPNKDOL_00013	gene	408				
CMPNKDOL_00013	CDS	408				hypothetical protein
CMPNKDOL_00014	gene	1179				
CMPNKDOL_00014	CDS	1179				hypothetical protein
CMPNKDOL_00015	gene	1182				
CMPNKDOL_00015	CDS	1182		1.3.99.-		Acyl-CoA dehydrogenase FadE26
CMPNKDOL_00016	gene	1809	caiC			
CMPNKDOL_00016	CDS	1809	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
CMPNKDOL_00017	gene	1101	gloB_1			
CMPNKDOL_00017	CDS	1101	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
CMPNKDOL_00018	gene	1230				
CMPNKDOL_00018	CDS	1230		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
CMPNKDOL_00019	gene	1125				
CMPNKDOL_00019	CDS	1125		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
CMPNKDOL_00020	gene	1737				
CMPNKDOL_00020	CDS	1737		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
CMPNKDOL_00021	gene	1386				
CMPNKDOL_00021	CDS	1386				putative protein
CMPNKDOL_00022	gene	1539				
CMPNKDOL_00022	CDS	1539				hypothetical protein
CMPNKDOL_00023	gene	462				
CMPNKDOL_00023	CDS	462				hypothetical protein
CMPNKDOL_00024	gene	2355				
CMPNKDOL_00024	CDS	2355				hypothetical protein
CMPNKDOL_00025	gene	1011	hcf136_1			
CMPNKDOL_00025	CDS	1011	hcf136_1			Ycf48-like protein
CMPNKDOL_00026	gene	1221				
CMPNKDOL_00026	CDS	1221				hypothetical protein
CMPNKDOL_00027	gene	954				
CMPNKDOL_00027	CDS	954				hypothetical protein
CMPNKDOL_00028	gene	1038	bphI			
CMPNKDOL_00028	CDS	1038	bphI	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase 4
CMPNKDOL_00029	gene	939	bphJ			
CMPNKDOL_00029	CDS	939	bphJ	1.2.1.10	COG4569	Acetaldehyde dehydrogenase 4
CMPNKDOL_00030	gene	804	tesE			
CMPNKDOL_00030	CDS	804	tesE	4.2.1.132		2-hydroxyhexa-2,4-dienoate hydratase
CMPNKDOL_00031	gene	840	mhpC_1			
CMPNKDOL_00031	CDS	840	mhpC_1	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
CMPNKDOL_00032	gene	981	C1-hpah_1			
CMPNKDOL_00032	CDS	981	C1-hpah_1	1.5.1.36		p-hydroxyphenylacetate 3-hydroxylase, reductase component
CMPNKDOL_00033	gene	1197	hsaA_1			
CMPNKDOL_00033	CDS	1197	hsaA_1	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
CMPNKDOL_00034	gene	1749				
CMPNKDOL_00034	CDS	1749		1.3.99.4		3-oxosteroid 1-dehydrogenase
CMPNKDOL_00035	gene	1689				
CMPNKDOL_00035	CDS	1689		1.3.99.5		3-oxo-5-alpha-steroid 4-dehydrogenase
CMPNKDOL_00036	gene	771				
CMPNKDOL_00036	CDS	771		1.1.1.51	COG1028	3-beta-hydroxysteroid dehydrogenase
CMPNKDOL_00037	gene	1068	kshB			
CMPNKDOL_00037	CDS	1068	kshB	1.14.15.30		3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
CMPNKDOL_00038	gene	1686	fadD3			
CMPNKDOL_00038	CDS	1686	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
CMPNKDOL_00039	gene	213				
CMPNKDOL_00039	CDS	213				hypothetical protein
CMPNKDOL_00040	gene	327				
CMPNKDOL_00040	CDS	327				hypothetical protein
CMPNKDOL_00041	gene	324				
CMPNKDOL_00041	CDS	324				hypothetical protein
