locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOHGIOLJ_00001	gene	1350				
HOHGIOLJ_00001	CDS	1350				hypothetical protein
HOHGIOLJ_00002	gene	654	fliP_1			
HOHGIOLJ_00002	CDS	654	fliP_1		COG1338	Flagellar biosynthetic protein FliP
HOHGIOLJ_00003	gene	273	spaQ			
HOHGIOLJ_00003	CDS	273	spaQ		COG4794	Surface presentation of antigens protein SpaQ
HOHGIOLJ_00004	gene	801	spaR			
HOHGIOLJ_00004	CDS	801	spaR		COG4791	Surface presentation of antigens protein SpaR
HOHGIOLJ_00005	gene	360				
HOHGIOLJ_00005	CDS	360				hypothetical protein
HOHGIOLJ_00006	gene	354				
HOHGIOLJ_00006	CDS	354				hypothetical protein
HOHGIOLJ_00007	gene	1437				
HOHGIOLJ_00007	CDS	1437				hypothetical protein
HOHGIOLJ_00008	gene	735	glnQ_1			
HOHGIOLJ_00008	CDS	735	glnQ_1			Glutamine transport ATP-binding protein GlnQ
HOHGIOLJ_00009	gene	669	gltK_1			
HOHGIOLJ_00009	CDS	669	gltK_1		COG0765	Glutamate/aspartate import permease protein GltK
HOHGIOLJ_00010	gene	747	gltJ_1			
HOHGIOLJ_00010	CDS	747	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
HOHGIOLJ_00011	gene	897	gltI_1			
HOHGIOLJ_00011	CDS	897	gltI_1		COG0834	Glutamate/aspartate import solute-binding protein
HOHGIOLJ_00012	gene	1845	atm1			
HOHGIOLJ_00012	CDS	1845	atm1		COG5265	ATM1-type heavy metal exporter
HOHGIOLJ_00013	gene	408				
HOHGIOLJ_00013	CDS	408		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
HOHGIOLJ_00014	gene	762	echA8_1			
HOHGIOLJ_00014	CDS	762	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
HOHGIOLJ_00015	gene	558				
HOHGIOLJ_00015	CDS	558				hypothetical protein
HOHGIOLJ_00016	gene	552				
HOHGIOLJ_00016	CDS	552				hypothetical protein
HOHGIOLJ_00017	gene	363				
HOHGIOLJ_00017	CDS	363				hypothetical protein
HOHGIOLJ_00018	gene	516				
HOHGIOLJ_00018	CDS	516				hypothetical protein
HOHGIOLJ_00019	gene	438	hrp1_1			
HOHGIOLJ_00019	CDS	438	hrp1_1		COG0517	Hypoxic response protein 1
HOHGIOLJ_00020	gene	519				
HOHGIOLJ_00020	CDS	519				hypothetical protein
HOHGIOLJ_00021	gene	870	cheB_1			
HOHGIOLJ_00021	CDS	870	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
HOHGIOLJ_00022	gene	2763				
HOHGIOLJ_00022	CDS	2763				hypothetical protein
HOHGIOLJ_00023	gene	885				
HOHGIOLJ_00023	CDS	885				hypothetical protein
HOHGIOLJ_00024	gene	435				
HOHGIOLJ_00024	CDS	435				hypothetical protein
HOHGIOLJ_00025	gene	711				
HOHGIOLJ_00025	CDS	711				hypothetical protein
HOHGIOLJ_00026	gene	3147				
HOHGIOLJ_00026	CDS	3147				hypothetical protein
HOHGIOLJ_00027	gene	666				
HOHGIOLJ_00027	CDS	666				hypothetical protein
HOHGIOLJ_00028	gene	77				
HOHGIOLJ_00028	tRNA	77				tRNA-Met(cat)
HOHGIOLJ_00029	gene	1020	hrcA			
HOHGIOLJ_00029	CDS	1020	hrcA		COG1420	Heat-inducible transcription repressor HrcA
HOHGIOLJ_00030	gene	876	nadK			
HOHGIOLJ_00030	CDS	876	nadK	2.7.1.23	COG0061	NAD kinase
HOHGIOLJ_00031	gene	1692	recN			
HOHGIOLJ_00031	CDS	1692	recN		COG0497	DNA repair protein RecN
HOHGIOLJ_00032	gene	897	rapZ			
HOHGIOLJ_00032	CDS	897	rapZ		COG1660	RNase adapter protein RapZ
HOHGIOLJ_00033	gene	669				
HOHGIOLJ_00033	CDS	669				hypothetical protein
HOHGIOLJ_00034	gene	1077	mutY			
HOHGIOLJ_00034	CDS	1077	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
HOHGIOLJ_00035	gene	1056				
HOHGIOLJ_00035	CDS	1056				hypothetical protein
HOHGIOLJ_00036	gene	837	mutM			
HOHGIOLJ_00036	CDS	837	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
HOHGIOLJ_00037	gene	1782	bepA_1			
HOHGIOLJ_00037	CDS	1782	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
HOHGIOLJ_00038	gene	528	lolB			
HOHGIOLJ_00038	CDS	528	lolB			Outer-membrane lipoprotein LolB
HOHGIOLJ_00039	gene	912	ispE			
HOHGIOLJ_00039	CDS	912	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
HOHGIOLJ_00040	gene	77				
HOHGIOLJ_00040	tRNA	77				tRNA-Gln(ttg)
HOHGIOLJ_00041	gene	963	prs_1			
HOHGIOLJ_00041	CDS	963	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HOHGIOLJ_00042	gene	621	rplY			
HOHGIOLJ_00042	CDS	621	rplY			50S ribosomal protein L25
HOHGIOLJ_00043	gene	636	pth			
HOHGIOLJ_00043	CDS	636	pth	3.1.1.29		Peptidyl-tRNA hydrolase
HOHGIOLJ_00044	gene	450				
HOHGIOLJ_00044	CDS	450				hypothetical protein
HOHGIOLJ_00045	gene	264	fdx_1			
HOHGIOLJ_00045	CDS	264	fdx_1		COG1145	Ferredoxin
HOHGIOLJ_00046	gene	498	coaD			
HOHGIOLJ_00046	CDS	498	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
HOHGIOLJ_00047	gene	678	rsmD			
HOHGIOLJ_00047	CDS	678	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
HOHGIOLJ_00048	gene	780	hisF			
HOHGIOLJ_00048	CDS	780	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
HOHGIOLJ_00049	gene	753	hisA			
HOHGIOLJ_00049	CDS	753	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
HOHGIOLJ_00050	gene	651	hisH			
HOHGIOLJ_00050	CDS	651	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
HOHGIOLJ_00051	gene	603	hisB_1			
HOHGIOLJ_00051	CDS	603	hisB_1		COG0131	Histidine biosynthesis bifunctional protein HisB
HOHGIOLJ_00052	gene	1095	hisC2			
HOHGIOLJ_00052	CDS	1095	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
HOHGIOLJ_00053	gene	1320	hisD			
HOHGIOLJ_00053	CDS	1320	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
HOHGIOLJ_00054	gene	660	hisG			
HOHGIOLJ_00054	CDS	660	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
HOHGIOLJ_00055	gene	1284	murA			
HOHGIOLJ_00055	CDS	1284	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
HOHGIOLJ_00056	gene	267	ibaG			
HOHGIOLJ_00056	CDS	267	ibaG		COG5007	Acid stress protein IbaG
HOHGIOLJ_00057	gene	771	yadH			
HOHGIOLJ_00057	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
HOHGIOLJ_00058	gene	936	yadG			
HOHGIOLJ_00058	CDS	936	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
HOHGIOLJ_00059	gene	1635				
HOHGIOLJ_00059	CDS	1635				hypothetical protein
