locus_tag	ftype	length_bp	gene	EC_number	COG	product
IHPCKLMC_00001	gene	2919				
IHPCKLMC_00001	CDS	2919				hypothetical protein
IHPCKLMC_00002	gene	381				
IHPCKLMC_00002	CDS	381				hypothetical protein
IHPCKLMC_00003	gene	1098	ydiK			
IHPCKLMC_00003	CDS	1098	ydiK		COG0628	Putative transport protein YdiK
IHPCKLMC_00004	gene	498				
IHPCKLMC_00004	CDS	498				hypothetical protein
IHPCKLMC_00005	gene	1731				
IHPCKLMC_00005	CDS	1731				hypothetical protein
IHPCKLMC_00006	gene	288				
IHPCKLMC_00006	CDS	288				hypothetical protein
IHPCKLMC_00007	gene	774	hcaB_1			
IHPCKLMC_00007	CDS	774	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
IHPCKLMC_00008	gene	1293				
IHPCKLMC_00008	CDS	1293				hypothetical protein
IHPCKLMC_00009	gene	867	fghA			
IHPCKLMC_00009	CDS	867	fghA	3.1.2.12	COG0627	S-formylglutathione hydrolase
IHPCKLMC_00010	gene	1149				
IHPCKLMC_00010	CDS	1149				hypothetical protein
IHPCKLMC_00011	gene	162				
IHPCKLMC_00011	CDS	162				hypothetical protein
IHPCKLMC_00012	gene	1656	nanT			
IHPCKLMC_00012	CDS	1656	nanT			Sialic acid transporter NanT
IHPCKLMC_00013	gene	489				
IHPCKLMC_00013	CDS	489				hypothetical protein
IHPCKLMC_00014	gene	225				
IHPCKLMC_00014	CDS	225				hypothetical protein
IHPCKLMC_00015	gene	522				
IHPCKLMC_00015	CDS	522				hypothetical protein
IHPCKLMC_00016	gene	618	nsaD			
IHPCKLMC_00016	CDS	618	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
IHPCKLMC_00017	gene	618				
IHPCKLMC_00017	CDS	618				hypothetical protein
IHPCKLMC_00018	gene	588	ubiC			
IHPCKLMC_00018	CDS	588	ubiC	4.1.3.40		Chorismate pyruvate-lyase
IHPCKLMC_00019	gene	810				
IHPCKLMC_00019	CDS	810				hypothetical protein
IHPCKLMC_00020	gene	1131	mmgC_1			
IHPCKLMC_00020	CDS	1131	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
IHPCKLMC_00021	gene	672				
IHPCKLMC_00021	CDS	672				hypothetical protein
IHPCKLMC_00022	gene	1179	thlA			
IHPCKLMC_00022	CDS	1179	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
IHPCKLMC_00023	gene	1803	aceK			
IHPCKLMC_00023	CDS	1803	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
IHPCKLMC_00024	gene	684	can			
IHPCKLMC_00024	CDS	684	can	4.2.1.1	COG0288	Carbonic anhydrase 2
IHPCKLMC_00025	gene	459				
IHPCKLMC_00025	CDS	459				hypothetical protein
IHPCKLMC_00026	gene	729	rspR_1			
IHPCKLMC_00026	CDS	729	rspR_1		COG1802	HTH-type transcriptional repressor RspR
IHPCKLMC_00027	gene	882	ydcV_1			
IHPCKLMC_00027	CDS	882	ydcV_1			Inner membrane ABC transporter permease protein YdcV
IHPCKLMC_00028	gene	897				
IHPCKLMC_00028	CDS	897				hypothetical protein
IHPCKLMC_00029	gene	1308				
IHPCKLMC_00029	CDS	1308				hypothetical protein
IHPCKLMC_00030	gene	1011	btuD_1			
IHPCKLMC_00030	CDS	1011	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IHPCKLMC_00031	gene	738	hyuE			
IHPCKLMC_00031	CDS	738	hyuE	5.1.99.5		Hydantoin racemase
IHPCKLMC_00032	gene	858				
IHPCKLMC_00032	CDS	858				hypothetical protein
IHPCKLMC_00033	gene	768				
IHPCKLMC_00033	CDS	768				hypothetical protein
IHPCKLMC_00034	gene	624				
