locus_tag	ftype	length_bp	gene	EC_number	COG	product
LPECGPPC_00001	gene	1269	codAch2_1			
LPECGPPC_00001	CDS	1269	codAch2_1	3.5.4.11	COG0402	Pterin deaminase
LPECGPPC_00002	gene	864	crnA			
LPECGPPC_00002	CDS	864	crnA	3.5.2.10		Creatinine amidohydrolase
LPECGPPC_00003	gene	987				
LPECGPPC_00003	CDS	987				hypothetical protein
LPECGPPC_00004	gene	834	ssuB_1			
LPECGPPC_00004	CDS	834	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
LPECGPPC_00005	gene	819	ribX_1			
LPECGPPC_00005	CDS	819	ribX_1			Riboflavin transport system permease protein RibX
LPECGPPC_00006	gene	1371				
LPECGPPC_00006	CDS	1371				hypothetical protein
LPECGPPC_00007	gene	927	cynR_1			
LPECGPPC_00007	CDS	927	cynR_1			HTH-type transcriptional regulator CynR
LPECGPPC_00008	gene	1320				
LPECGPPC_00008	CDS	1320		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
LPECGPPC_00009	gene	975				
LPECGPPC_00009	CDS	975				hypothetical protein
LPECGPPC_00010	gene	385	ssrA			
LPECGPPC_00010	tmRNA	385	ssrA			transfer-messenger RNA, SsrA
LPECGPPC_00011	gene	678	mupP			
LPECGPPC_00011	CDS	678	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
LPECGPPC_00012	gene	729	ubiG			
LPECGPPC_00012	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
LPECGPPC_00013	gene	651	ompA_1			
LPECGPPC_00013	CDS	651	ompA_1			Outer membrane protein A
LPECGPPC_00014	gene	2646	gyrA			
LPECGPPC_00014	CDS	2646	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
LPECGPPC_00015	gene	588				
LPECGPPC_00015	CDS	588				hypothetical protein
LPECGPPC_00016	gene	1131	serC			
LPECGPPC_00016	CDS	1131	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
LPECGPPC_00017	gene	1122	pheA			
LPECGPPC_00017	CDS	1122	pheA			Bifunctional chorismate mutase/prephenate dehydratase
LPECGPPC_00018	gene	894	tyrC			
LPECGPPC_00018	CDS	894	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
LPECGPPC_00019	gene	2019	aroA			
LPECGPPC_00019	CDS	2019	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
LPECGPPC_00020	gene	1689	rpsA			
LPECGPPC_00020	CDS	1689	rpsA		COG0539	30S ribosomal protein S1
LPECGPPC_00021	gene	327	ihfB			
LPECGPPC_00021	CDS	327	ihfB		COG0776	Integration host factor subunit beta
LPECGPPC_00022	gene	336				
LPECGPPC_00022	CDS	336				hypothetical protein
LPECGPPC_00023	gene	1188	lapB			
LPECGPPC_00023	CDS	1188	lapB		COG2956	Lipopolysaccharide assembly protein B
LPECGPPC_00024	gene	333				
LPECGPPC_00024	CDS	333				hypothetical protein
LPECGPPC_00025	gene	969				
LPECGPPC_00025	CDS	969			COG1638	Solute-binding protein
LPECGPPC_00026	gene	534				
LPECGPPC_00026	CDS	534				hypothetical protein
LPECGPPC_00027	gene	1314	dctM_1			
LPECGPPC_00027	CDS	1314	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
LPECGPPC_00028	gene	387	crcB			
LPECGPPC_00028	CDS	387	crcB		COG0239	Putative fluoride ion transporter CrcB
LPECGPPC_00029	gene	2967	ndhB			
LPECGPPC_00029	CDS	2967	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
LPECGPPC_00030	gene	351	mnhC1			
LPECGPPC_00030	CDS	351	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
LPECGPPC_00031	gene	1704	mrpD			
LPECGPPC_00031	CDS	1704	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
LPECGPPC_00032	gene	492				
LPECGPPC_00032	CDS	492				hypothetical protein
LPECGPPC_00033	gene	279	mrpF			
LPECGPPC_00033	CDS	279	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
LPECGPPC_00034	gene	351				
LPECGPPC_00034	CDS	351				hypothetical protein
LPECGPPC_00035	gene	996	ribY_1			
LPECGPPC_00035	CDS	996	ribY_1		COG0715	Riboflavin-binding protein RibY
LPECGPPC_00036	gene	690	nicS_1			
LPECGPPC_00036	CDS	690	nicS_1			HTH-type transcriptional repressor NicS
LPECGPPC_00037	gene	813	ribX_2			
LPECGPPC_00037	CDS	813	ribX_2			Riboflavin transport system permease protein RibX
LPECGPPC_00038	gene	1050				
LPECGPPC_00038	CDS	1050				hypothetical protein
LPECGPPC_00039	gene	831				
LPECGPPC_00039	CDS	831				hypothetical protein
LPECGPPC_00040	gene	1068				
LPECGPPC_00040	CDS	1068				hypothetical protein
LPECGPPC_00041	gene	792	ssuB_2			
LPECGPPC_00041	CDS	792	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
LPECGPPC_00042	gene	1023	pucA			
LPECGPPC_00042	CDS	1023	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
LPECGPPC_00043	gene	654				
LPECGPPC_00043	CDS	654				hypothetical protein
LPECGPPC_00044	gene	1215				
LPECGPPC_00044	CDS	1215				hypothetical protein
LPECGPPC_00045	gene	903				
LPECGPPC_00045	CDS	903				hypothetical protein
LPECGPPC_00046	gene	792	cutM			
LPECGPPC_00046	CDS	792	cutM	1.2.5.3		Carbon monoxide dehydrogenase medium chain
LPECGPPC_00047	gene	2385	cutL			
LPECGPPC_00047	CDS	2385	cutL	1.2.5.3		Carbon monoxide dehydrogenase large chain
LPECGPPC_00048	gene	507	coxS			
LPECGPPC_00048	CDS	507	coxS	1.2.5.3		Carbon monoxide dehydrogenase small chain
LPECGPPC_00049	gene	1152				
LPECGPPC_00049	CDS	1152				hypothetical protein
LPECGPPC_00050	gene	378				
LPECGPPC_00050	CDS	378				hypothetical protein
LPECGPPC_00051	gene	1494				
LPECGPPC_00051	CDS	1494				hypothetical protein
LPECGPPC_00052	gene	1137				
LPECGPPC_00052	CDS	1137				hypothetical protein
LPECGPPC_00053	gene	1281	hyuC_1			
LPECGPPC_00053	CDS	1281	hyuC_1	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
LPECGPPC_00054	gene	708	livF_1			
LPECGPPC_00054	CDS	708	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
LPECGPPC_00055	gene	768	lptB_1			
LPECGPPC_00055	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
LPECGPPC_00056	gene	960				
LPECGPPC_00056	CDS	960				hypothetical protein
LPECGPPC_00057	gene	861	livH_1			
LPECGPPC_00057	CDS	861	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
LPECGPPC_00058	gene	1206				
LPECGPPC_00058	CDS	1206				hypothetical protein
LPECGPPC_00059	gene	765	nanR_1			
LPECGPPC_00059	CDS	765	nanR_1			HTH-type transcriptional repressor NanR
LPECGPPC_00060	gene	396				
LPECGPPC_00060	CDS	396				hypothetical protein
LPECGPPC_00061	gene	981				
LPECGPPC_00061	CDS	981				hypothetical protein
LPECGPPC_00062	gene	1356	bauA_1			
LPECGPPC_00062	CDS	1356	bauA_1	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
LPECGPPC_00063	gene	1518	bauC_1			
LPECGPPC_00063	CDS	1518	bauC_1	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
LPECGPPC_00064	gene	1389	puuB			
LPECGPPC_00064	CDS	1389	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
LPECGPPC_00065	gene	573	phnZ_1			
LPECGPPC_00065	CDS	573	phnZ_1	1.13.11.78		2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming)
LPECGPPC_00066	gene	1449	phnY_1			
LPECGPPC_00066	CDS	1449	phnY_1	1.2.1.-		Phosphonoacetaldehyde dehydrogenase
LPECGPPC_00067	gene	1182	phnA_1			
LPECGPPC_00067	CDS	1182	phnA_1	3.11.1.2		Phosphonoacetate hydrolase
LPECGPPC_00068	gene	747	gntR_1			
LPECGPPC_00068	CDS	747	gntR_1			putative D-xylose utilization operon transcriptional repressor
LPECGPPC_00069	gene	1038				
LPECGPPC_00069	CDS	1038			COG1840	putative protein
LPECGPPC_00070	gene	1143	cysA_1			
LPECGPPC_00070	CDS	1143	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
LPECGPPC_00071	gene	1725				
LPECGPPC_00071	CDS	1725				hypothetical protein
LPECGPPC_00072	gene	1131	phnW			
LPECGPPC_00072	CDS	1131	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
LPECGPPC_00073	gene	1443	xylT			
LPECGPPC_00073	CDS	1443	xylT			D-xylose transporter
LPECGPPC_00074	gene	1293	egtB_1			
LPECGPPC_00074	CDS	1293	egtB_1	1.14.99.50	COG1262	Hercynine oxygenase
LPECGPPC_00075	gene	540				
LPECGPPC_00075	CDS	540				hypothetical protein
