locus_tag	ftype	length_bp	gene	EC_number	COG	product
BGCDGNHO_00001	gene	606	ycaC_1			
BGCDGNHO_00001	CDS	606	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
BGCDGNHO_00002	gene	1902	acs_1			
BGCDGNHO_00002	CDS	1902	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BGCDGNHO_00003	gene	2871	sucA			
BGCDGNHO_00003	CDS	2871	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
BGCDGNHO_00004	gene	1260	sucB			
BGCDGNHO_00004	CDS	1260	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
BGCDGNHO_00005	gene	1419	lpd_1			
BGCDGNHO_00005	CDS	1419	lpd_1	1.8.1.4		Dihydrolipoyl dehydrogenase
BGCDGNHO_00006	gene	1101	zapE			
BGCDGNHO_00006	CDS	1101	zapE		COG1485	Cell division protein ZapE
BGCDGNHO_00007	gene	609				
BGCDGNHO_00007	CDS	609				hypothetical protein
BGCDGNHO_00008	gene	765	prpC_1			
BGCDGNHO_00008	CDS	765	prpC_1	3.1.3.16	COG0631	Protein phosphatase PrpC
BGCDGNHO_00009	gene	246				
BGCDGNHO_00009	CDS	246				hypothetical protein
BGCDGNHO_00010	gene	2046	yoaA			
BGCDGNHO_00010	CDS	2046	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
BGCDGNHO_00011	gene	771	bamD			
BGCDGNHO_00011	CDS	771	bamD		COG4105	Outer membrane protein assembly factor BamD
BGCDGNHO_00012	gene	1035	rluD			
BGCDGNHO_00012	CDS	1035	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
BGCDGNHO_00013	gene	633	scpB			
BGCDGNHO_00013	CDS	633	scpB		COG1386	Segregation and condensation protein B 
BGCDGNHO_00014	gene	1488				
BGCDGNHO_00014	CDS	1488				hypothetical protein
BGCDGNHO_00015	gene	426	ndk			
BGCDGNHO_00015	CDS	426	ndk	2.7.4.6		Nucleoside diphosphate kinase
BGCDGNHO_00016	gene	1149	rlmN			
BGCDGNHO_00016	CDS	1149	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
BGCDGNHO_00017	gene	828				
BGCDGNHO_00017	CDS	828				hypothetical protein
BGCDGNHO_00018	gene	843	rodZ			
BGCDGNHO_00018	CDS	843	rodZ			Cytoskeleton protein RodZ
BGCDGNHO_00019	gene	1269	ispG			
