locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKOPEHNH_00001	gene	1011	gloB_1			
AKOPEHNH_00001	CDS	1011	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
AKOPEHNH_00002	gene	1728	fadD_1			
AKOPEHNH_00002	CDS	1728	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AKOPEHNH_00003	gene	984				
AKOPEHNH_00003	CDS	984				hypothetical protein
AKOPEHNH_00004	gene	1125	hpd			
AKOPEHNH_00004	CDS	1125	hpd	1.13.11.27		4-hydroxyphenylpyruvate dioxygenase
AKOPEHNH_00005	gene	483	decR_1			
AKOPEHNH_00005	CDS	483	decR_1		COG1522	DNA-binding transcriptional activator DecR
AKOPEHNH_00006	gene	831				
AKOPEHNH_00006	CDS	831				hypothetical protein
AKOPEHNH_00007	gene	261				
AKOPEHNH_00007	CDS	261				hypothetical protein
AKOPEHNH_00008	gene	186				
AKOPEHNH_00008	CDS	186				hypothetical protein
AKOPEHNH_00009	gene	432				
AKOPEHNH_00009	CDS	432				hypothetical protein
AKOPEHNH_00010	gene	663				
AKOPEHNH_00010	CDS	663				hypothetical protein
AKOPEHNH_00011	gene	2094	fusA_1			
AKOPEHNH_00011	CDS	2094	fusA_1		COG0480	Elongation factor G
AKOPEHNH_00012	gene	1293	yliI			
AKOPEHNH_00012	CDS	1293	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
AKOPEHNH_00013	gene	510	ttr			
AKOPEHNH_00013	CDS	510	ttr	2.3.1.-		Acetyltransferase
AKOPEHNH_00014	gene	633				
AKOPEHNH_00014	CDS	633				hypothetical protein
AKOPEHNH_00015	gene	1194				
AKOPEHNH_00015	CDS	1194				hypothetical protein
AKOPEHNH_00016	gene	948	cdhR			
AKOPEHNH_00016	CDS	948	cdhR		COG4977	HTH-type transcriptional regulator CdhR
AKOPEHNH_00017	gene	429				
AKOPEHNH_00017	CDS	429				hypothetical protein
AKOPEHNH_00018	gene	537				
AKOPEHNH_00018	CDS	537				hypothetical protein
AKOPEHNH_00019	gene	366				
AKOPEHNH_00019	CDS	366				hypothetical protein
AKOPEHNH_00020	gene	990				
AKOPEHNH_00020	CDS	990				hypothetical protein
AKOPEHNH_00021	gene	699				
AKOPEHNH_00021	CDS	699				hypothetical protein
AKOPEHNH_00022	gene	828				
AKOPEHNH_00022	CDS	828				hypothetical protein
AKOPEHNH_00023	gene	1209				
AKOPEHNH_00023	CDS	1209				hypothetical protein
AKOPEHNH_00024	gene	1113	chaA			
AKOPEHNH_00024	CDS	1113	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
AKOPEHNH_00025	gene	1557	tar			
AKOPEHNH_00025	CDS	1557	tar		COG0840	Methyl-accepting chemotaxis protein II
AKOPEHNH_00026	gene	1545				
AKOPEHNH_00026	CDS	1545				hypothetical protein
AKOPEHNH_00027	gene	3294	icmF			
AKOPEHNH_00027	CDS	3294	icmF		COG1703	Fused isobutyryl-CoA mutase
AKOPEHNH_00028	gene	597	pdtaR			
AKOPEHNH_00028	CDS	597	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
AKOPEHNH_00029	gene	1218	nrtA			
AKOPEHNH_00029	CDS	1218	nrtA			Nitrate/nitrite binding protein NrtA
AKOPEHNH_00030	gene	1011				
AKOPEHNH_00030	CDS	1011				hypothetical protein
AKOPEHNH_00031	gene	804	nrtD			
AKOPEHNH_00031	CDS	804	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
AKOPEHNH_00032	gene	2511	nasD			
AKOPEHNH_00032	CDS	2511	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
AKOPEHNH_00033	gene	381	hcaC			
AKOPEHNH_00033	CDS	381	hcaC			3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
AKOPEHNH_00034	gene	2826	napA			
AKOPEHNH_00034	CDS	2826	napA	1.9.6.1		Periplasmic nitrate reductase
AKOPEHNH_00035	gene	816	sumT			
AKOPEHNH_00035	CDS	816	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
AKOPEHNH_00036	gene	1221				
AKOPEHNH_00036	CDS	1221				hypothetical protein
AKOPEHNH_00037	gene	570				
AKOPEHNH_00037	CDS	570				hypothetical protein
AKOPEHNH_00038	gene	843	glpG_1			
AKOPEHNH_00038	CDS	843	glpG_1	3.4.21.105		Rhomboid protease GlpG
AKOPEHNH_00039	gene	1542	trg_1			
AKOPEHNH_00039	CDS	1542	trg_1		COG0840	Methyl-accepting chemotaxis protein III
AKOPEHNH_00040	gene	780	coaX			
AKOPEHNH_00040	CDS	780	coaX	2.7.1.33		Type III pantothenate kinase
AKOPEHNH_00041	gene	789				
AKOPEHNH_00041	CDS	789				hypothetical protein
AKOPEHNH_00042	gene	1335	hslU			
AKOPEHNH_00042	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
AKOPEHNH_00043	gene	558	hslV			
AKOPEHNH_00043	CDS	558	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
AKOPEHNH_00044	gene	1743				
AKOPEHNH_00044	CDS	1743				hypothetical protein
AKOPEHNH_00045	gene	654	dksA			
AKOPEHNH_00045	CDS	654	dksA			RNA polymerase-binding transcription factor DksA
AKOPEHNH_00046	gene	1143	yjiA			
AKOPEHNH_00046	CDS	1143	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
AKOPEHNH_00047	gene	765	corC			
