locus_tag	ftype	length_bp	gene	EC_number	COG	product
GGBMOGLL_00001	gene	75				
GGBMOGLL_00001	tRNA	75				tRNA-Thr(ggt)
GGBMOGLL_00002	gene	74				
GGBMOGLL_00002	tRNA	74				tRNA-Gly(tcc)
GGBMOGLL_00003	gene	86				
GGBMOGLL_00003	tRNA	86				tRNA-Tyr(gta)
GGBMOGLL_00004	gene	693				
GGBMOGLL_00004	CDS	693		3.2.2.27		Uracil-DNA glycosylase
GGBMOGLL_00005	gene	789	trpC			
GGBMOGLL_00005	CDS	789	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
GGBMOGLL_00006	gene	1035	trpD			
GGBMOGLL_00006	CDS	1035	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
GGBMOGLL_00007	gene	1083	ltaA			
GGBMOGLL_00007	CDS	1083	ltaA	4.1.2.49		L-allo-threonine aldolase
GGBMOGLL_00008	gene	585	trpG			
GGBMOGLL_00008	CDS	585	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
GGBMOGLL_00009	gene	1500	trpE			
GGBMOGLL_00009	CDS	1500	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
GGBMOGLL_00010	gene	951				
GGBMOGLL_00010	CDS	951				hypothetical protein
GGBMOGLL_00011	gene	312	cbpM			
GGBMOGLL_00011	CDS	312	cbpM			Chaperone modulatory protein CbpM
GGBMOGLL_00012	gene	966	cbpA			
GGBMOGLL_00012	CDS	966	cbpA		COG2214	Curved DNA-binding protein
GGBMOGLL_00013	gene	699	rpe			
GGBMOGLL_00013	CDS	699	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
GGBMOGLL_00014	gene	375	apaG			
GGBMOGLL_00014	CDS	375	apaG		COG2967	Protein ApaG
GGBMOGLL_00015	gene	2100				
GGBMOGLL_00015	CDS	2100				hypothetical protein
GGBMOGLL_00016	gene	1173	mltA			
GGBMOGLL_00016	CDS	1173	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
GGBMOGLL_00017	gene	483	msrB_1			
