locus_tag	ftype	length_bp	gene	EC_number	COG	product
JOCCJEAM_00001	gene	108				
JOCCJEAM_00001	CDS	108				hypothetical protein
JOCCJEAM_00002	gene	882				
JOCCJEAM_00002	CDS	882				hypothetical protein
JOCCJEAM_00003	gene	855				
JOCCJEAM_00003	CDS	855				hypothetical protein
JOCCJEAM_00004	gene	204				
JOCCJEAM_00004	CDS	204				hypothetical protein
JOCCJEAM_00005	gene	399				
JOCCJEAM_00005	CDS	399				hypothetical protein
JOCCJEAM_00006	gene	462				
JOCCJEAM_00006	CDS	462				hypothetical protein
JOCCJEAM_00007	gene	1188	acdA_1			
JOCCJEAM_00007	CDS	1188	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JOCCJEAM_00008	gene	663	can_1			
JOCCJEAM_00008	CDS	663	can_1	4.2.1.1	COG0288	Carbonic anhydrase 2
JOCCJEAM_00009	gene	1812	aceK			
JOCCJEAM_00009	CDS	1812	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
JOCCJEAM_00010	gene	1185	thlA			
JOCCJEAM_00010	CDS	1185	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
JOCCJEAM_00011	gene	672				
JOCCJEAM_00011	CDS	672				hypothetical protein
JOCCJEAM_00012	gene	1152				
JOCCJEAM_00012	CDS	1152				hypothetical protein
JOCCJEAM_00013	gene	1131	mmgC_1			
JOCCJEAM_00013	CDS	1131	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JOCCJEAM_00014	gene	1626				
JOCCJEAM_00014	CDS	1626				hypothetical protein
JOCCJEAM_00015	gene	639				
JOCCJEAM_00015	CDS	639				hypothetical protein
JOCCJEAM_00016	gene	1203				
JOCCJEAM_00016	CDS	1203				hypothetical protein
JOCCJEAM_00017	gene	729	pepE			
JOCCJEAM_00017	CDS	729	pepE	3.4.13.21	COG3340	Peptidase E
JOCCJEAM_00018	gene	480				
JOCCJEAM_00018	CDS	480				hypothetical protein
JOCCJEAM_00019	gene	708				
JOCCJEAM_00019	CDS	708				hypothetical protein
JOCCJEAM_00020	gene	444				
JOCCJEAM_00020	CDS	444				hypothetical protein
JOCCJEAM_00021	gene	1803	rcsC_1			
JOCCJEAM_00021	CDS	1803	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
JOCCJEAM_00022	gene	702	devR			
JOCCJEAM_00022	CDS	702	devR		COG2197	DNA-binding transcriptional activator DevR/DosR
JOCCJEAM_00023	gene	1089				
JOCCJEAM_00023	CDS	1089				hypothetical protein
JOCCJEAM_00024	gene	684	yieH			
JOCCJEAM_00024	CDS	684	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
JOCCJEAM_00025	gene	1059				
JOCCJEAM_00025	CDS	1059				putative HTH-type transcriptional regulator
JOCCJEAM_00026	gene	1731	fadD3			
JOCCJEAM_00026	CDS	1731	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
JOCCJEAM_00027	gene	1605				
JOCCJEAM_00027	CDS	1605		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
JOCCJEAM_00028	gene	1173				
JOCCJEAM_00028	CDS	1173				hypothetical protein
JOCCJEAM_00029	gene	789	menB_1			
JOCCJEAM_00029	CDS	789	menB_1	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
JOCCJEAM_00030	gene	720				
JOCCJEAM_00030	CDS	720				hypothetical protein
JOCCJEAM_00031	gene	123				
JOCCJEAM_00031	CDS	123				hypothetical protein
