locus_tag	ftype	length_bp	gene	EC_number	COG	product
APFKPEGJ_00001	gene	222				
APFKPEGJ_00001	CDS	222				hypothetical protein
APFKPEGJ_00002	gene	336				
APFKPEGJ_00002	CDS	336				hypothetical protein
APFKPEGJ_00003	gene	77				
APFKPEGJ_00003	tRNA	77				tRNA-Arg(acg)
APFKPEGJ_00004	gene	1344				
APFKPEGJ_00004	CDS	1344				hypothetical protein
APFKPEGJ_00005	gene	405				
APFKPEGJ_00005	CDS	405				hypothetical protein
APFKPEGJ_00006	gene	1113				
APFKPEGJ_00006	CDS	1113				hypothetical protein
APFKPEGJ_00007	gene	891				
APFKPEGJ_00007	CDS	891				hypothetical protein
APFKPEGJ_00008	gene	627				
APFKPEGJ_00008	CDS	627				hypothetical protein
APFKPEGJ_00009	gene	77				
APFKPEGJ_00009	tRNA	77				tRNA-Met(cat)
APFKPEGJ_00010	gene	1005	hrcA			
APFKPEGJ_00010	CDS	1005	hrcA		COG1420	Heat-inducible transcription repressor HrcA
APFKPEGJ_00011	gene	897	nadK			
APFKPEGJ_00011	CDS	897	nadK	2.7.1.23	COG0061	NAD kinase
APFKPEGJ_00012	gene	1716	recN			
APFKPEGJ_00012	CDS	1716	recN		COG0497	DNA repair protein RecN
APFKPEGJ_00013	gene	864	rapZ			
APFKPEGJ_00013	CDS	864	rapZ		COG1660	RNase adapter protein RapZ
APFKPEGJ_00014	gene	1071	mutY			
APFKPEGJ_00014	CDS	1071	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
APFKPEGJ_00015	gene	1962				
APFKPEGJ_00015	CDS	1962				hypothetical protein
APFKPEGJ_00016	gene	816	mutM			
APFKPEGJ_00016	CDS	816	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
APFKPEGJ_00017	gene	1779	bepA_1			
APFKPEGJ_00017	CDS	1779	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
APFKPEGJ_00018	gene	528	lolB			
APFKPEGJ_00018	CDS	528	lolB			Outer-membrane lipoprotein LolB
APFKPEGJ_00019	gene	858	ispE			
APFKPEGJ_00019	CDS	858	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
APFKPEGJ_00020	gene	77				
APFKPEGJ_00020	tRNA	77				tRNA-Gln(ttg)
APFKPEGJ_00021	gene	975	prs_1			
APFKPEGJ_00021	CDS	975	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
APFKPEGJ_00022	gene	636				
APFKPEGJ_00022	CDS	636				hypothetical protein
APFKPEGJ_00023	gene	609	pth			
APFKPEGJ_00023	CDS	609	pth	3.1.1.29		Peptidyl-tRNA hydrolase
APFKPEGJ_00024	gene	258	fdx_1			
APFKPEGJ_00024	CDS	258	fdx_1		COG1145	Ferredoxin
APFKPEGJ_00025	gene	963	gsiC_1			
APFKPEGJ_00025	CDS	963	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
APFKPEGJ_00026	gene	879	gsiD			
APFKPEGJ_00026	CDS	879	gsiD		COG1173	Glutathione transport system permease protein GsiD
APFKPEGJ_00027	gene	1038				
APFKPEGJ_00027	CDS	1038			COG1123	putative ABC transporter ATP-binding protein
APFKPEGJ_00028	gene	882				
APFKPEGJ_00028	CDS	882			COG1123	putative ABC transporter ATP-binding protein
APFKPEGJ_00029	gene	1491	dppA_1			
APFKPEGJ_00029	CDS	1491	dppA_1		COG0747	Periplasmic dipeptide transport protein
APFKPEGJ_00030	gene	1404	gatA_1			
APFKPEGJ_00030	CDS	1404	gatA_1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
APFKPEGJ_00031	gene	609				
APFKPEGJ_00031	CDS	609				hypothetical protein
APFKPEGJ_00032	gene	1335				
APFKPEGJ_00032	CDS	1335				hypothetical protein
APFKPEGJ_00033	gene	930				
APFKPEGJ_00033	CDS	930				hypothetical protein
APFKPEGJ_00034	gene	672	pspB			
APFKPEGJ_00034	CDS	672	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
APFKPEGJ_00035	gene	252				
APFKPEGJ_00035	CDS	252				hypothetical protein
APFKPEGJ_00036	gene	849				
APFKPEGJ_00036	CDS	849				hypothetical protein
APFKPEGJ_00037	gene	882				
APFKPEGJ_00037	CDS	882				hypothetical protein
APFKPEGJ_00038	gene	423				
APFKPEGJ_00038	CDS	423				hypothetical protein
APFKPEGJ_00039	gene	726	folE			
APFKPEGJ_00039	CDS	726	folE	3.5.4.16		GTP cyclohydrolase 1
APFKPEGJ_00040	gene	1245	clsB_1			
APFKPEGJ_00040	CDS	1245	clsB_1	2.7.8.-	COG1502	Cardiolipin synthase B
APFKPEGJ_00041	gene	738				
APFKPEGJ_00041	CDS	738				hypothetical protein
APFKPEGJ_00042	gene	225				
APFKPEGJ_00042	CDS	225				hypothetical protein
APFKPEGJ_00043	gene	1767				
APFKPEGJ_00043	CDS	1767				hypothetical protein
APFKPEGJ_00044	gene	477	nudB			
APFKPEGJ_00044	CDS	477	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
APFKPEGJ_00045	gene	828				
APFKPEGJ_00045	CDS	828				hypothetical protein
APFKPEGJ_00046	gene	1818	aspS			
APFKPEGJ_00046	CDS	1818	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
APFKPEGJ_00047	gene	621				
APFKPEGJ_00047	CDS	621				hypothetical protein
APFKPEGJ_00048	gene	351				
APFKPEGJ_00048	CDS	351				hypothetical protein
APFKPEGJ_00049	gene	834				
APFKPEGJ_00049	CDS	834				hypothetical protein
APFKPEGJ_00050	gene	639				
APFKPEGJ_00050	CDS	639				hypothetical protein
APFKPEGJ_00051	gene	1566	ubiB_1			
APFKPEGJ_00051	CDS	1566	ubiB_1	2.7.-.-	COG0661	putative protein kinase UbiB
APFKPEGJ_00052	gene	639	ubiJ			
APFKPEGJ_00052	CDS	639	ubiJ			Ubiquinone biosynthesis accessory factor UbiJ
APFKPEGJ_00053	gene	1038				
APFKPEGJ_00053	CDS	1038				hypothetical protein
APFKPEGJ_00054	gene	741	ubiE			
APFKPEGJ_00054	CDS	741	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
APFKPEGJ_00055	gene	423				
