locus_tag	ftype	length_bp	gene	EC_number	COG	product
FBKAOJEI_00001	gene	1044	fliI			
FBKAOJEI_00001	CDS	1044	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
FBKAOJEI_00002	gene	456	fliJ			
FBKAOJEI_00002	CDS	456	fliJ		COG2882	Flagellar FliJ protein
FBKAOJEI_00003	gene	1317				
FBKAOJEI_00003	CDS	1317				hypothetical protein
FBKAOJEI_00004	gene	1344				
FBKAOJEI_00004	CDS	1344				hypothetical protein
FBKAOJEI_00005	gene	207				
FBKAOJEI_00005	CDS	207				hypothetical protein
FBKAOJEI_00006	gene	495				
FBKAOJEI_00006	CDS	495				hypothetical protein
FBKAOJEI_00007	gene	1002	fliM			
FBKAOJEI_00007	CDS	1002	fliM		COG1868	Flagellar motor switch protein FliM
FBKAOJEI_00008	gene	447	fliN			
FBKAOJEI_00008	CDS	447	fliN		COG1886	Flagellar motor switch protein FliN
FBKAOJEI_00009	gene	363	fliO			
FBKAOJEI_00009	CDS	363	fliO		COG3190	Flagellar protein FliO
FBKAOJEI_00010	gene	765	fliP			
FBKAOJEI_00010	CDS	765	fliP		COG1338	Flagellar biosynthetic protein FliP
FBKAOJEI_00011	gene	270	fliQ			
FBKAOJEI_00011	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
FBKAOJEI_00012	gene	795	fliR			
FBKAOJEI_00012	CDS	795	fliR		COG1684	Flagellar biosynthetic protein FliR
FBKAOJEI_00013	gene	963				
FBKAOJEI_00013	CDS	963				hypothetical protein
FBKAOJEI_00014	gene	894	hdfR_1			
FBKAOJEI_00014	CDS	894	hdfR_1			HTH-type transcriptional regulator HdfR
FBKAOJEI_00015	gene	1617	dntB			
FBKAOJEI_00015	CDS	1617	dntB	1.14.13.210		4-methyl-5-nitrocatechol 5-monooxygenase
FBKAOJEI_00016	gene	408	vapC			
FBKAOJEI_00016	CDS	408	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
FBKAOJEI_00017	gene	234	vapB2			
FBKAOJEI_00017	CDS	234	vapB2			Antitoxin VapB2
FBKAOJEI_00018	gene	939				
FBKAOJEI_00018	CDS	939				hypothetical protein
FBKAOJEI_00019	gene	1758	tfdB			
FBKAOJEI_00019	CDS	1758	tfdB	1.14.13.20		2,4-dichlorophenol 6-monooxygenase
FBKAOJEI_00020	gene	855	yisK_1			
FBKAOJEI_00020	CDS	855	yisK_1		COG0179	putative protein YisK
FBKAOJEI_00021	gene	627	ycaC_1			
FBKAOJEI_00021	CDS	627	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
FBKAOJEI_00022	gene	933	dmlR_1			
FBKAOJEI_00022	CDS	933	dmlR_1			HTH-type transcriptional regulator DmlR
FBKAOJEI_00023	gene	1269	bkdB			
FBKAOJEI_00023	CDS	1269	bkdB	2.3.1.168	COG0508	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
FBKAOJEI_00024	gene	1014	bkdA2			
FBKAOJEI_00024	CDS	1014	bkdA2	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
