locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFDMLEPD_00001	gene	348				
GFDMLEPD_00001	CDS	348				hypothetical protein
GFDMLEPD_00002	gene	4500				
GFDMLEPD_00002	CDS	4500				hypothetical protein
GFDMLEPD_00003	gene	4059				
GFDMLEPD_00003	CDS	4059				hypothetical protein
GFDMLEPD_00004	gene	207				
GFDMLEPD_00004	CDS	207				hypothetical protein
GFDMLEPD_00005	gene	1713	rhsC			
GFDMLEPD_00005	CDS	1713	rhsC	3.1.-.-	COG3209	Putative deoxyribonuclease RhsC
GFDMLEPD_00006	gene	117				
GFDMLEPD_00006	CDS	117				hypothetical protein
GFDMLEPD_00007	gene	2079				
GFDMLEPD_00007	CDS	2079				hypothetical protein
GFDMLEPD_00008	gene	1326	proP_1			
GFDMLEPD_00008	CDS	1326	proP_1			Proline/betaine transporter
GFDMLEPD_00009	gene	747				
GFDMLEPD_00009	CDS	747			COG0327	GTP cyclohydrolase 1 type 2 
GFDMLEPD_00010	gene	1062	pdxA2_1			
GFDMLEPD_00010	CDS	1062	pdxA2_1	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
GFDMLEPD_00011	gene	429	mscL			
GFDMLEPD_00011	CDS	429	mscL		COG1970	Large-conductance mechanosensitive channel
GFDMLEPD_00012	gene	597	petA			
GFDMLEPD_00012	CDS	597	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
GFDMLEPD_00013	gene	1416	petB			
GFDMLEPD_00013	CDS	1416	petB		COG1290	Cytochrome b
GFDMLEPD_00014	gene	756	petC			
GFDMLEPD_00014	CDS	756	petC		COG2857	Ammonia monooxygenase gamma subunit
GFDMLEPD_00015	gene	612	sspA			
GFDMLEPD_00015	CDS	612	sspA		COG0625	Stringent starvation protein A
GFDMLEPD_00016	gene	537				
GFDMLEPD_00016	CDS	537				hypothetical protein
GFDMLEPD_00017	gene	76				
GFDMLEPD_00017	tRNA	76				tRNA-Thr(tgt)
GFDMLEPD_00018	gene	339				
GFDMLEPD_00018	CDS	339				hypothetical protein
GFDMLEPD_00019	gene	2748	secA			
GFDMLEPD_00019	CDS	2748	secA		COG0653	Protein translocase subunit SecA
GFDMLEPD_00020	gene	1233	argJ			
GFDMLEPD_00020	CDS	1233	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
GFDMLEPD_00021	gene	957				
GFDMLEPD_00021	CDS	957				hypothetical protein
GFDMLEPD_00022	gene	519	rppH_1			
GFDMLEPD_00022	CDS	519	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
GFDMLEPD_00023	gene	267	yacG			
GFDMLEPD_00023	CDS	267	yacG			DNA gyrase inhibitor YacG
GFDMLEPD_00024	gene	756	zapD			
GFDMLEPD_00024	CDS	756	zapD		COG4582	Cell division protein ZapD
GFDMLEPD_00025	gene	645	coaE			
GFDMLEPD_00025	CDS	645	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
GFDMLEPD_00026	gene	888	outO			
