locus_tag	ftype	length_bp	gene	EC_number	COG	product
OEGCMNPE_00001	gene	75				
OEGCMNPE_00001	tRNA	75				tRNA-Thr(ggt)
OEGCMNPE_00002	gene	74				
OEGCMNPE_00002	tRNA	74				tRNA-Gly(tcc)
OEGCMNPE_00003	gene	86				
OEGCMNPE_00003	tRNA	86				tRNA-Tyr(gta)
OEGCMNPE_00004	gene	1407				
OEGCMNPE_00004	CDS	1407				IS1182 family transposase ISBusp4
OEGCMNPE_00005	gene	1503				
OEGCMNPE_00005	CDS	1503				hypothetical protein
OEGCMNPE_00006	gene	420				
OEGCMNPE_00006	CDS	420				hypothetical protein
OEGCMNPE_00007	gene	282				
OEGCMNPE_00007	CDS	282				hypothetical protein
OEGCMNPE_00008	gene	417				
OEGCMNPE_00008	CDS	417				hypothetical protein
OEGCMNPE_00009	gene	705				
OEGCMNPE_00009	CDS	705				hypothetical protein
OEGCMNPE_00010	gene	1923				
OEGCMNPE_00010	CDS	1923				hypothetical protein
OEGCMNPE_00011	gene	504				
OEGCMNPE_00011	CDS	504				hypothetical protein
OEGCMNPE_00012	gene	462				
OEGCMNPE_00012	CDS	462				hypothetical protein
OEGCMNPE_00013	gene	420				
OEGCMNPE_00013	CDS	420				hypothetical protein
OEGCMNPE_00014	gene	504				
OEGCMNPE_00014	CDS	504				hypothetical protein
OEGCMNPE_00015	gene	222				
OEGCMNPE_00015	CDS	222				hypothetical protein
OEGCMNPE_00016	gene	501				
OEGCMNPE_00016	CDS	501				hypothetical protein
OEGCMNPE_00017	gene	1014				
OEGCMNPE_00017	CDS	1014				hypothetical protein
OEGCMNPE_00018	gene	1017	acdS			
OEGCMNPE_00018	CDS	1017	acdS	3.5.99.7		1-aminocyclopropane-1-carboxylate deaminase
OEGCMNPE_00019	gene	519	lrp_1			
OEGCMNPE_00019	CDS	519	lrp_1		COG1522	Leucine-responsive regulatory protein
OEGCMNPE_00020	gene	1974	lplT_1			
OEGCMNPE_00020	CDS	1974	lplT_1			Lysophospholipid transporter LplT
OEGCMNPE_00021	gene	426				
OEGCMNPE_00021	CDS	426				hypothetical protein
OEGCMNPE_00022	gene	780	mhpD_1			
OEGCMNPE_00022	CDS	780	mhpD_1	4.2.1.80		2-keto-4-pentenoate hydratase
OEGCMNPE_00023	gene	1038				
OEGCMNPE_00023	CDS	1038				hypothetical protein
OEGCMNPE_00024	gene	1464	hpyO			
OEGCMNPE_00024	CDS	1464	hpyO	1.14.13.-	COG2072	FAD-dependent urate hydroxylase
OEGCMNPE_00025	gene	1194				
OEGCMNPE_00025	CDS	1194				hypothetical protein
OEGCMNPE_00026	gene	1320	dadA1_1			
OEGCMNPE_00026	CDS	1320	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
