locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBGAAAIN_00001	gene	258				
CBGAAAIN_00001	CDS	258				hypothetical protein
CBGAAAIN_00002	gene	3294				
CBGAAAIN_00002	CDS	3294				hypothetical protein
CBGAAAIN_00003	gene	77				
CBGAAAIN_00003	tRNA	77				tRNA-Met(cat)
CBGAAAIN_00004	gene	3687	rcsC_1			
CBGAAAIN_00004	CDS	3687	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
CBGAAAIN_00005	gene	1026	hrcA			
CBGAAAIN_00005	CDS	1026	hrcA		COG1420	Heat-inducible transcription repressor HrcA
CBGAAAIN_00006	gene	885	nadK			
CBGAAAIN_00006	CDS	885	nadK	2.7.1.23	COG0061	NAD kinase
CBGAAAIN_00007	gene	1659	recN			
CBGAAAIN_00007	CDS	1659	recN		COG0497	DNA repair protein RecN
CBGAAAIN_00008	gene	924	rapZ			
CBGAAAIN_00008	CDS	924	rapZ		COG1660	RNase adapter protein RapZ
CBGAAAIN_00009	gene	612				
CBGAAAIN_00009	CDS	612				hypothetical protein
CBGAAAIN_00010	gene	1059	mutY			
CBGAAAIN_00010	CDS	1059	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
CBGAAAIN_00011	gene	1953				
CBGAAAIN_00011	CDS	1953				hypothetical protein
CBGAAAIN_00012	gene	825	mutM			
CBGAAAIN_00012	CDS	825	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
CBGAAAIN_00013	gene	1827	bepA_1			
CBGAAAIN_00013	CDS	1827	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
CBGAAAIN_00014	gene	510	lolB			
CBGAAAIN_00014	CDS	510	lolB			Outer-membrane lipoprotein LolB
CBGAAAIN_00015	gene	882	ispE			
CBGAAAIN_00015	CDS	882	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
CBGAAAIN_00016	gene	77				
CBGAAAIN_00016	tRNA	77				tRNA-Gln(ttg)
CBGAAAIN_00017	gene	963	prs			
CBGAAAIN_00017	CDS	963	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
CBGAAAIN_00018	gene	645				
CBGAAAIN_00018	CDS	645				hypothetical protein
CBGAAAIN_00019	gene	642	pth			
CBGAAAIN_00019	CDS	642	pth	3.1.1.29		Peptidyl-tRNA hydrolase
CBGAAAIN_00020	gene	366				
CBGAAAIN_00020	CDS	366				hypothetical protein
CBGAAAIN_00021	gene	258	fdx_1			
CBGAAAIN_00021	CDS	258	fdx_1		COG1145	Ferredoxin
CBGAAAIN_00022	gene	504	coaD			
CBGAAAIN_00022	CDS	504	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
CBGAAAIN_00023	gene	594	rsmD			
CBGAAAIN_00023	CDS	594	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
CBGAAAIN_00024	gene	780	hisF			
CBGAAAIN_00024	CDS	780	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
CBGAAAIN_00025	gene	747	hisA			
CBGAAAIN_00025	CDS	747	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
CBGAAAIN_00026	gene	642	hisH			
CBGAAAIN_00026	CDS	642	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
CBGAAAIN_00027	gene	606	hisB			
CBGAAAIN_00027	CDS	606	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
CBGAAAIN_00028	gene	1089	hisC2			
CBGAAAIN_00028	CDS	1089	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
CBGAAAIN_00029	gene	1323	hisD			
CBGAAAIN_00029	CDS	1323	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
CBGAAAIN_00030	gene	642	hisG			
CBGAAAIN_00030	CDS	642	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
CBGAAAIN_00031	gene	1266	murA			
CBGAAAIN_00031	CDS	1266	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
CBGAAAIN_00032	gene	261	ibaG			
CBGAAAIN_00032	CDS	261	ibaG		COG5007	Acid stress protein IbaG
CBGAAAIN_00033	gene	606	clpP_1			
CBGAAAIN_00033	CDS	606	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
CBGAAAIN_00034	gene	771	yadH			
CBGAAAIN_00034	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
CBGAAAIN_00035	gene	912	yadG			
CBGAAAIN_00035	CDS	912	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
CBGAAAIN_00036	gene	669				
CBGAAAIN_00036	CDS	669				hypothetical protein
CBGAAAIN_00037	gene	777				
CBGAAAIN_00037	CDS	777				hypothetical protein
CBGAAAIN_00038	gene	510	fecI_1			
CBGAAAIN_00038	CDS	510	fecI_1		COG1595	putative RNA polymerase sigma factor FecI
CBGAAAIN_00039	gene	849				
CBGAAAIN_00039	CDS	849				hypothetical protein
CBGAAAIN_00040	gene	2058	fpvA_1			
CBGAAAIN_00040	CDS	2058	fpvA_1		COG4773	Ferripyoverdine receptor
CBGAAAIN_00041	gene	888				
CBGAAAIN_00041	CDS	888				hypothetical protein
CBGAAAIN_00042	gene	1461	tgs1			
