locus_tag	ftype	length_bp	gene	EC_number	COG	product
FLOBAIPH_00001	gene	447	yqeY			
FLOBAIPH_00001	CDS	447	yqeY		COG1610	putative protein YqeY
FLOBAIPH_00002	gene	213	rpsU			
FLOBAIPH_00002	CDS	213	rpsU		COG0828	30S ribosomal protein S21
FLOBAIPH_00003	gene	1143				
FLOBAIPH_00003	CDS	1143				hypothetical protein
FLOBAIPH_00004	gene	2643				
FLOBAIPH_00004	CDS	2643				hypothetical protein
FLOBAIPH_00005	gene	1284				
FLOBAIPH_00005	CDS	1284			COG2081	putative protein
FLOBAIPH_00006	gene	900	cysG			
FLOBAIPH_00006	CDS	900	cysG	4.99.1.4		Siroheme synthase
FLOBAIPH_00007	gene	906	ybiB			
FLOBAIPH_00007	CDS	906	ybiB		COG0547	putative protein YbiB
FLOBAIPH_00008	gene	321				
FLOBAIPH_00008	CDS	321				hypothetical protein
FLOBAIPH_00009	gene	696	ais_1			
FLOBAIPH_00009	CDS	696	ais_1	5.3.3.7		Aconitate isomerase
FLOBAIPH_00010	gene	1047	tsaD			
FLOBAIPH_00010	CDS	1047	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
FLOBAIPH_00011	gene	378				
FLOBAIPH_00011	CDS	378				hypothetical protein
FLOBAIPH_00012	gene	918				
FLOBAIPH_00012	CDS	918				hypothetical protein
FLOBAIPH_00013	gene	1278	braC_1			
FLOBAIPH_00013	CDS	1278	braC_1		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
FLOBAIPH_00014	gene	291				
FLOBAIPH_00014	CDS	291				hypothetical protein
FLOBAIPH_00015	gene	924				
FLOBAIPH_00015	CDS	924				hypothetical protein
FLOBAIPH_00016	gene	1521	baeS			
FLOBAIPH_00016	CDS	1521	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
FLOBAIPH_00017	gene	672	baeR			
FLOBAIPH_00017	CDS	672	baeR		COG0745	Transcriptional regulatory protein BaeR
FLOBAIPH_00018	gene	960	gltC_1			
FLOBAIPH_00018	CDS	960	gltC_1			HTH-type transcriptional regulator GltC
FLOBAIPH_00019	gene	1500	betC			
FLOBAIPH_00019	CDS	1500	betC	3.1.6.6	COG3119	Choline-sulfatase
FLOBAIPH_00020	gene	972				
FLOBAIPH_00020	CDS	972				hypothetical protein
FLOBAIPH_00021	gene	417	mrpG			
FLOBAIPH_00021	CDS	417	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
FLOBAIPH_00022	gene	279				
FLOBAIPH_00022	CDS	279				hypothetical protein
FLOBAIPH_00023	gene	492	mnhE1			
FLOBAIPH_00023	CDS	492	mnhE1		COG1863	Na(+)/H(+) antiporter subunit E1
FLOBAIPH_00024	gene	1707	mrpD			
FLOBAIPH_00024	CDS	1707	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
FLOBAIPH_00025	gene	342	mnhC1			
FLOBAIPH_00025	CDS	342	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
FLOBAIPH_00026	gene	3012	ndhB			
FLOBAIPH_00026	CDS	3012	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
FLOBAIPH_00027	gene	657	qseB_1			
FLOBAIPH_00027	CDS	657	qseB_1			Transcriptional regulatory protein QseB
FLOBAIPH_00028	gene	1380	qseC_1			
FLOBAIPH_00028	CDS	1380	qseC_1	2.7.13.3		Sensor protein QseC
FLOBAIPH_00029	gene	1530				
FLOBAIPH_00029	CDS	1530				hypothetical protein
FLOBAIPH_00030	gene	99				
FLOBAIPH_00030	CDS	99				hypothetical protein
FLOBAIPH_00031	gene	2472				
FLOBAIPH_00031	CDS	2472				hypothetical protein
FLOBAIPH_00032	gene	522				
FLOBAIPH_00032	CDS	522				hypothetical protein
FLOBAIPH_00033	gene	180				
FLOBAIPH_00033	CDS	180				hypothetical protein
FLOBAIPH_00034	gene	1164	aspC			
FLOBAIPH_00034	CDS	1164	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
FLOBAIPH_00035	gene	267	rpsO			
FLOBAIPH_00035	CDS	267	rpsO		COG0184	30S ribosomal protein S15
FLOBAIPH_00036	gene	2283	pnp			
FLOBAIPH_00036	CDS	2283	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
FLOBAIPH_00037	gene	1086	ppsC_1			
FLOBAIPH_00037	CDS	1086	ppsC_1	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
FLOBAIPH_00038	gene	747	tpiA			
FLOBAIPH_00038	CDS	747	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
FLOBAIPH_00039	gene	438				
FLOBAIPH_00039	CDS	438				hypothetical protein
FLOBAIPH_00040	gene	85				
FLOBAIPH_00040	tRNA	85				tRNA-Leu(gag)
FLOBAIPH_00041	gene	360	ndhC			
FLOBAIPH_00041	CDS	360	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
FLOBAIPH_00042	gene	480	nuoB			
FLOBAIPH_00042	CDS	480	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
FLOBAIPH_00043	gene	627	ndhJ			
FLOBAIPH_00043	CDS	627	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
FLOBAIPH_00044	gene	1251	nuoD			
FLOBAIPH_00044	CDS	1251	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
FLOBAIPH_00045	gene	534	nqo2			
FLOBAIPH_00045	CDS	534	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit 2
FLOBAIPH_00046	gene	1353	nuoF			
FLOBAIPH_00046	CDS	1353	nuoF	7.1.1.-		NADH-quinone oxidoreductase subunit F
FLOBAIPH_00047	gene	2172	nqo3			
FLOBAIPH_00047	CDS	2172	nqo3	7.1.1.-	COG1034	NADH-quinone oxidoreductase chain 3
FLOBAIPH_00048	gene	1077	nuoH			
FLOBAIPH_00048	CDS	1077	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
FLOBAIPH_00049	gene	102				
FLOBAIPH_00049	CDS	102				hypothetical protein
FLOBAIPH_00050	gene	510	nuoI			
FLOBAIPH_00050	CDS	510	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
FLOBAIPH_00051	gene	678				
FLOBAIPH_00051	CDS	678				hypothetical protein
FLOBAIPH_00052	gene	309	nuoK			
FLOBAIPH_00052	CDS	309	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
FLOBAIPH_00053	gene	2034	nuoL			
FLOBAIPH_00053	CDS	2034	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
FLOBAIPH_00054	gene	1476	nuoM			
FLOBAIPH_00054	CDS	1476	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
FLOBAIPH_00055	gene	1488	nuoN			
FLOBAIPH_00055	CDS	1488	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
FLOBAIPH_00056	gene	306				
FLOBAIPH_00056	CDS	306				hypothetical protein
FLOBAIPH_00057	gene	612	nudF			
FLOBAIPH_00057	CDS	612	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
FLOBAIPH_00058	gene	480				
FLOBAIPH_00058	CDS	480				hypothetical protein
FLOBAIPH_00059	gene	894				
FLOBAIPH_00059	CDS	894				hypothetical protein
FLOBAIPH_00060	gene	1383	hemN			
FLOBAIPH_00060	CDS	1383	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
FLOBAIPH_00061	gene	687				
FLOBAIPH_00061	CDS	687				hypothetical protein
FLOBAIPH_00062	gene	819				
FLOBAIPH_00062	CDS	819				hypothetical protein
FLOBAIPH_00063	gene	486				
FLOBAIPH_00063	CDS	486				hypothetical protein
FLOBAIPH_00064	gene	612				
FLOBAIPH_00064	CDS	612				hypothetical protein
FLOBAIPH_00065	gene	360				
FLOBAIPH_00065	CDS	360				hypothetical protein
FLOBAIPH_00066	gene	1341				
FLOBAIPH_00066	CDS	1341				hypothetical protein
FLOBAIPH_00067	gene	558				
FLOBAIPH_00067	CDS	558				hypothetical protein
FLOBAIPH_00068	gene	552				
FLOBAIPH_00068	CDS	552				hypothetical protein
FLOBAIPH_00069	gene	1377				
FLOBAIPH_00069	CDS	1377				hypothetical protein
FLOBAIPH_00070	gene	141				
FLOBAIPH_00070	CDS	141				hypothetical protein
FLOBAIPH_00071	gene	279				
FLOBAIPH_00071	CDS	279				hypothetical protein
FLOBAIPH_00072	gene	1326	xerC_1			
FLOBAIPH_00072	CDS	1326	xerC_1			Tyrosine recombinase XerC
FLOBAIPH_00073	gene	90				
FLOBAIPH_00073	tRNA	90				tRNA-Ser(cga)
FLOBAIPH_00074	gene	1461				
FLOBAIPH_00074	CDS	1461				hypothetical protein
FLOBAIPH_00075	gene	76				
FLOBAIPH_00075	tRNA	76				tRNA-Asn(gtt)
FLOBAIPH_00076	gene	270				
FLOBAIPH_00076	CDS	270				hypothetical protein
FLOBAIPH_00077	gene	588				
FLOBAIPH_00077	CDS	588				hypothetical protein
FLOBAIPH_00078	gene	222				
FLOBAIPH_00078	CDS	222				hypothetical protein
FLOBAIPH_00079	gene	327				
FLOBAIPH_00079	CDS	327				hypothetical protein
FLOBAIPH_00080	gene	471				
FLOBAIPH_00080	CDS	471				hypothetical protein
FLOBAIPH_00081	gene	309				
FLOBAIPH_00081	CDS	309				hypothetical protein
FLOBAIPH_00082	gene	444				
FLOBAIPH_00082	CDS	444				hypothetical protein
FLOBAIPH_00083	gene	2211				
FLOBAIPH_00083	CDS	2211				hypothetical protein
FLOBAIPH_00084	gene	2127				
FLOBAIPH_00084	CDS	2127				hypothetical protein
FLOBAIPH_00085	gene	579				
FLOBAIPH_00085	CDS	579				hypothetical protein
FLOBAIPH_00086	gene	207				
FLOBAIPH_00086	CDS	207				hypothetical protein
FLOBAIPH_00087	gene	174				
FLOBAIPH_00087	CDS	174				hypothetical protein
FLOBAIPH_00088	gene	330				
FLOBAIPH_00088	CDS	330				hypothetical protein
FLOBAIPH_00089	gene	720				
FLOBAIPH_00089	CDS	720				hypothetical protein
FLOBAIPH_00090	gene	357				
FLOBAIPH_00090	CDS	357				hypothetical protein
FLOBAIPH_00091	gene	375				
FLOBAIPH_00091	CDS	375				hypothetical protein
FLOBAIPH_00092	gene	303				
FLOBAIPH_00092	CDS	303				hypothetical protein
FLOBAIPH_00093	gene	216				
FLOBAIPH_00093	CDS	216				hypothetical protein
FLOBAIPH_00094	gene	249				
FLOBAIPH_00094	CDS	249				hypothetical protein
FLOBAIPH_00095	gene	669				
FLOBAIPH_00095	CDS	669				hypothetical protein
FLOBAIPH_00096	gene	936				
FLOBAIPH_00096	CDS	936				hypothetical protein
FLOBAIPH_00097	gene	678				
FLOBAIPH_00097	CDS	678				hypothetical protein
FLOBAIPH_00098	gene	1377	dnaB_1			
FLOBAIPH_00098	CDS	1377	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
FLOBAIPH_00099	gene	834				
FLOBAIPH_00099	CDS	834				hypothetical protein
FLOBAIPH_00100	gene	408				
FLOBAIPH_00100	CDS	408				hypothetical protein
FLOBAIPH_00101	gene	222				
FLOBAIPH_00101	CDS	222				hypothetical protein
FLOBAIPH_00102	gene	123				
FLOBAIPH_00102	CDS	123				hypothetical protein
FLOBAIPH_00103	gene	504				
FLOBAIPH_00103	CDS	504				hypothetical protein
FLOBAIPH_00104	gene	651				
FLOBAIPH_00104	CDS	651				hypothetical protein
FLOBAIPH_00105	gene	1326				
FLOBAIPH_00105	CDS	1326				hypothetical protein
FLOBAIPH_00106	gene	912	rnk_1			
FLOBAIPH_00106	CDS	912	rnk_1			Regulator of nucleoside diphosphate kinase
FLOBAIPH_00107	gene	918	hdfR_1			
FLOBAIPH_00107	CDS	918	hdfR_1			HTH-type transcriptional regulator HdfR
FLOBAIPH_00108	gene	1737	glpE_1			
FLOBAIPH_00108	CDS	1737	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
FLOBAIPH_00109	gene	714	clcD_1			
FLOBAIPH_00109	CDS	714	clcD_1	3.1.1.45		Carboxymethylenebutenolidase
FLOBAIPH_00110	gene	1065				
FLOBAIPH_00110	CDS	1065				hypothetical protein
FLOBAIPH_00111	gene	1119	btuD_1			
FLOBAIPH_00111	CDS	1119	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FLOBAIPH_00112	gene	873				
FLOBAIPH_00112	CDS	873				hypothetical protein
FLOBAIPH_00113	gene	813	ydcV			
FLOBAIPH_00113	CDS	813	ydcV			Inner membrane ABC transporter permease protein YdcV
FLOBAIPH_00114	gene	645				
FLOBAIPH_00114	CDS	645				hypothetical protein
FLOBAIPH_00115	gene	2046				
FLOBAIPH_00115	CDS	2046				hypothetical protein
FLOBAIPH_00116	gene	726				
FLOBAIPH_00116	CDS	726				hypothetical protein
FLOBAIPH_00117	gene	759	ygfF_1			
FLOBAIPH_00117	CDS	759	ygfF_1	1.-.-.-		putative oxidoreductase YgfF
FLOBAIPH_00118	gene	972				
FLOBAIPH_00118	CDS	972				hypothetical protein
FLOBAIPH_00119	gene	1668	ilvB			
FLOBAIPH_00119	CDS	1668	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
FLOBAIPH_00120	gene	915				
FLOBAIPH_00120	CDS	915		3.1.1.99		6-deoxy-6-sulfogluconolactonase
FLOBAIPH_00121	gene	963				
FLOBAIPH_00121	CDS	963				hypothetical protein
FLOBAIPH_00122	gene	696				
FLOBAIPH_00122	CDS	696				hypothetical protein
FLOBAIPH_00123	gene	1017				
FLOBAIPH_00123	CDS	1017				hypothetical protein
FLOBAIPH_00124	gene	837	nanR_1			
FLOBAIPH_00124	CDS	837	nanR_1			HTH-type transcriptional repressor NanR
FLOBAIPH_00125	gene	1203				
FLOBAIPH_00125	CDS	1203				hypothetical protein
FLOBAIPH_00126	gene	861	livH_1			
FLOBAIPH_00126	CDS	861	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
FLOBAIPH_00127	gene	993				
FLOBAIPH_00127	CDS	993				hypothetical protein
FLOBAIPH_00128	gene	786	lptB_1			
FLOBAIPH_00128	CDS	786	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
FLOBAIPH_00129	gene	723	livF_1			
FLOBAIPH_00129	CDS	723	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
FLOBAIPH_00130	gene	1272	hyuC			
FLOBAIPH_00130	CDS	1272	hyuC	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
FLOBAIPH_00131	gene	1476				
FLOBAIPH_00131	CDS	1476				hypothetical protein
FLOBAIPH_00132	gene	591				
FLOBAIPH_00132	CDS	591				hypothetical protein
FLOBAIPH_00133	gene	834	gltI_1			
FLOBAIPH_00133	CDS	834	gltI_1		COG0834	Glutamate/aspartate import solute-binding protein
FLOBAIPH_00134	gene	756	hisM			
FLOBAIPH_00134	CDS	756	hisM		COG4160	Histidine transport system permease protein HisM
FLOBAIPH_00135	gene	813				
FLOBAIPH_00135	CDS	813				hypothetical protein
FLOBAIPH_00136	gene	747	artM_1			
FLOBAIPH_00136	CDS	747	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
FLOBAIPH_00137	gene	1254	soxB_1			
FLOBAIPH_00137	CDS	1254	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
FLOBAIPH_00138	gene	318				
FLOBAIPH_00138	CDS	318				hypothetical protein
FLOBAIPH_00139	gene	3009	soxA_1			
FLOBAIPH_00139	CDS	3009	soxA_1	1.5.3.1		Sarcosine oxidase subunit alpha
FLOBAIPH_00140	gene	522				
FLOBAIPH_00140	CDS	522				hypothetical protein
FLOBAIPH_00141	gene	1041	yisK_1			
FLOBAIPH_00141	CDS	1041	yisK_1		COG0179	putative protein YisK
FLOBAIPH_00142	gene	1152				
FLOBAIPH_00142	CDS	1152				hypothetical protein
FLOBAIPH_00143	gene	864	livH_2			
FLOBAIPH_00143	CDS	864	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
FLOBAIPH_00144	gene	987				
FLOBAIPH_00144	CDS	987				hypothetical protein
FLOBAIPH_00145	gene	777	lptB_2			
FLOBAIPH_00145	CDS	777	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
FLOBAIPH_00146	gene	711	livF_2			
FLOBAIPH_00146	CDS	711	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
FLOBAIPH_00147	gene	1077				
FLOBAIPH_00147	CDS	1077				hypothetical protein
FLOBAIPH_00148	gene	1137	flhA			
FLOBAIPH_00148	CDS	1137	flhA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
FLOBAIPH_00149	gene	1206	namA_1			
FLOBAIPH_00149	CDS	1206	namA_1	1.6.99.1	COG1902	NADPH dehydrogenase
FLOBAIPH_00150	gene	1062				
FLOBAIPH_00150	CDS	1062				hypothetical protein
FLOBAIPH_00151	gene	1440	safD			
FLOBAIPH_00151	CDS	1440	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
FLOBAIPH_00152	gene	195				
FLOBAIPH_00152	CDS	195				hypothetical protein
FLOBAIPH_00153	gene	969				
FLOBAIPH_00153	CDS	969				hypothetical protein
FLOBAIPH_00154	gene	1461				
FLOBAIPH_00154	CDS	1461		1.2.1.3		Putative aldehyde dehydrogenase
FLOBAIPH_00155	gene	1206	uctC_1			
FLOBAIPH_00155	CDS	1206	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
FLOBAIPH_00156	gene	876	mcl2_1			
FLOBAIPH_00156	CDS	876	mcl2_1	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
FLOBAIPH_00157	gene	1179	mmgC_1			
FLOBAIPH_00157	CDS	1179	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FLOBAIPH_00158	gene	1272				
FLOBAIPH_00158	CDS	1272		2.8.3.-	COG0427	Butyryl-CoA:acetate CoA-transferase
FLOBAIPH_00159	gene	984				
FLOBAIPH_00159	CDS	984				hypothetical protein
FLOBAIPH_00160	gene	1413				
FLOBAIPH_00160	CDS	1413				hypothetical protein
FLOBAIPH_00161	gene	927	hdfR_2			
FLOBAIPH_00161	CDS	927	hdfR_2			HTH-type transcriptional regulator HdfR
FLOBAIPH_00162	gene	1176				
FLOBAIPH_00162	CDS	1176				hypothetical protein
FLOBAIPH_00163	gene	777	xthA			
FLOBAIPH_00163	CDS	777	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
FLOBAIPH_00164	gene	780				
FLOBAIPH_00164	CDS	780				hypothetical protein
FLOBAIPH_00165	gene	990				
FLOBAIPH_00165	CDS	990				hypothetical protein
FLOBAIPH_00166	gene	285				
FLOBAIPH_00166	CDS	285				hypothetical protein
FLOBAIPH_00167	gene	276				
FLOBAIPH_00167	CDS	276				hypothetical protein
FLOBAIPH_00168	gene	1290				
FLOBAIPH_00168	CDS	1290				hypothetical protein
FLOBAIPH_00169	gene	987				
FLOBAIPH_00169	CDS	987				hypothetical protein
FLOBAIPH_00170	gene	705				
FLOBAIPH_00170	CDS	705				hypothetical protein
FLOBAIPH_00171	gene	1389				
FLOBAIPH_00171	CDS	1389				hypothetical protein
FLOBAIPH_00172	gene	738				
FLOBAIPH_00172	CDS	738				hypothetical protein
FLOBAIPH_00173	gene	2463	virB4			
FLOBAIPH_00173	CDS	2463	virB4		COG3451	Type IV secretion system protein virB4
FLOBAIPH_00174	gene	285				
FLOBAIPH_00174	CDS	285				hypothetical protein
FLOBAIPH_00175	gene	357				
FLOBAIPH_00175	CDS	357				hypothetical protein
FLOBAIPH_00176	gene	1074				
FLOBAIPH_00176	CDS	1074				hypothetical protein
FLOBAIPH_00177	gene	465				
FLOBAIPH_00177	CDS	465				hypothetical protein
FLOBAIPH_00178	gene	1992	traG			
FLOBAIPH_00178	CDS	1992	traG			Conjugal transfer protein TraG
FLOBAIPH_00179	gene	609	slmA_1			
FLOBAIPH_00179	CDS	609	slmA_1			Nucleoid occlusion factor SlmA
FLOBAIPH_00180	gene	1152	mdtA_1			
FLOBAIPH_00180	CDS	1152	mdtA_1			Multidrug resistance protein MdtA
FLOBAIPH_00181	gene	1206				
FLOBAIPH_00181	CDS	1206			COG0577	putative ABC transporter permease
FLOBAIPH_00182	gene	711	lolD_1			
FLOBAIPH_00182	CDS	711	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
FLOBAIPH_00183	gene	474				
FLOBAIPH_00183	CDS	474				hypothetical protein
