locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMKALEPN_00001	gene	1035				
AMKALEPN_00001	CDS	1035				hypothetical protein
AMKALEPN_00002	gene	861				
AMKALEPN_00002	CDS	861				hypothetical protein
AMKALEPN_00003	gene	372				
AMKALEPN_00003	CDS	372				hypothetical protein
AMKALEPN_00004	gene	1227				
AMKALEPN_00004	CDS	1227				hypothetical protein
AMKALEPN_00005	gene	1734	hxuB			
AMKALEPN_00005	CDS	1734	hxuB		COG2831	Heme/hemopexin transporter protein HuxB
AMKALEPN_00006	gene	852	cheB_1			
AMKALEPN_00006	CDS	852	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
AMKALEPN_00007	gene	2517	rcsC_1			
AMKALEPN_00007	CDS	2517	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
AMKALEPN_00008	gene	120				
AMKALEPN_00008	CDS	120				hypothetical protein
AMKALEPN_00009	gene	1872	pckG			
AMKALEPN_00009	CDS	1872	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
AMKALEPN_00010	gene	243				
AMKALEPN_00010	CDS	243				hypothetical protein
AMKALEPN_00011	gene	966	syrM1			
AMKALEPN_00011	CDS	966	syrM1			HTH-type transcriptional regulator SyrM 1
AMKALEPN_00012	gene	819				
AMKALEPN_00012	CDS	819				hypothetical protein
AMKALEPN_00013	gene	843				
AMKALEPN_00013	CDS	843				hypothetical protein
AMKALEPN_00014	gene	1020				
AMKALEPN_00014	CDS	1020				hypothetical protein
AMKALEPN_00015	gene	423	nhaX			
AMKALEPN_00015	CDS	423	nhaX		COG0589	Stress response protein NhaX
AMKALEPN_00016	gene	222				
AMKALEPN_00016	CDS	222				hypothetical protein
AMKALEPN_00017	gene	228				
AMKALEPN_00017	CDS	228				hypothetical protein
AMKALEPN_00018	gene	939	argP_1			
AMKALEPN_00018	CDS	939	argP_1		COG0583	HTH-type transcriptional regulator ArgP
AMKALEPN_00019	gene	621	argO			
AMKALEPN_00019	CDS	621	argO		COG1279	Arginine exporter protein ArgO
AMKALEPN_00020	gene	1326	dadA1_1			
AMKALEPN_00020	CDS	1326	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
AMKALEPN_00021	gene	1347	dnaK_1			
AMKALEPN_00021	CDS	1347	dnaK_1			Chaperone protein DnaK
AMKALEPN_00022	gene	2517				
AMKALEPN_00022	CDS	2517				hypothetical protein
AMKALEPN_00023	gene	813				
AMKALEPN_00023	CDS	813				hypothetical protein
AMKALEPN_00024	gene	975	dmlR_1			
AMKALEPN_00024	CDS	975	dmlR_1			HTH-type transcriptional regulator DmlR
AMKALEPN_00025	gene	1539	bauC			
AMKALEPN_00025	CDS	1539	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
AMKALEPN_00026	gene	1671				
AMKALEPN_00026	CDS	1671				hypothetical protein
