locus_tag	ftype	length_bp	gene	EC_number	COG	product
PBAGAAKI_00001	gene	411				
PBAGAAKI_00001	CDS	411				hypothetical protein
PBAGAAKI_00002	gene	732	arsH			
PBAGAAKI_00002	CDS	732	arsH	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
PBAGAAKI_00003	gene	693	aqpZ_1			
PBAGAAKI_00003	CDS	693	aqpZ_1			Aquaporin Z
PBAGAAKI_00004	gene	513	arsC_1			
PBAGAAKI_00004	CDS	513	arsC_1	1.20.4.4	COG0394	Arsenate reductase
PBAGAAKI_00005	gene	495	arsC_2			
PBAGAAKI_00005	CDS	495	arsC_2	1.20.4.4	COG0394	Arsenate reductase
PBAGAAKI_00006	gene	327				
PBAGAAKI_00006	CDS	327				hypothetical protein
PBAGAAKI_00007	gene	360	arsD			
PBAGAAKI_00007	CDS	360	arsD			Arsenical resistance operon trans-acting repressor ArsD
PBAGAAKI_00008	gene	1755	arsA			
PBAGAAKI_00008	CDS	1755	arsA	7.3.2.7		Arsenical pump-driving ATPase
PBAGAAKI_00009	gene	1824				
PBAGAAKI_00009	CDS	1824				hypothetical protein
PBAGAAKI_00010	gene	384				
PBAGAAKI_00010	CDS	384				hypothetical protein
PBAGAAKI_00011	gene	750				
PBAGAAKI_00011	CDS	750				hypothetical protein
PBAGAAKI_00012	gene	792				
PBAGAAKI_00012	CDS	792				hypothetical protein
PBAGAAKI_00013	gene	1050				
PBAGAAKI_00013	CDS	1050				hypothetical protein
PBAGAAKI_00014	gene	1065	cbbA_1			
PBAGAAKI_00014	CDS	1065	cbbA_1	4.1.2.13		Fructose-bisphosphate aldolase
PBAGAAKI_00015	gene	429				
PBAGAAKI_00015	CDS	429				hypothetical protein
PBAGAAKI_00016	gene	2688	rcsC_1			
PBAGAAKI_00016	CDS	2688	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
PBAGAAKI_00017	gene	900	purC			
PBAGAAKI_00017	CDS	900	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
PBAGAAKI_00018	gene	1140				
PBAGAAKI_00018	CDS	1140				hypothetical protein
PBAGAAKI_00019	gene	1734	pknD_1			
PBAGAAKI_00019	CDS	1734	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
PBAGAAKI_00020	gene	951				
PBAGAAKI_00020	CDS	951				hypothetical protein
PBAGAAKI_00021	gene	513	purE			
PBAGAAKI_00021	CDS	513	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
PBAGAAKI_00022	gene	1164	purK			
PBAGAAKI_00022	CDS	1164	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
PBAGAAKI_00023	gene	987	ywlC			
PBAGAAKI_00023	CDS	987	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
PBAGAAKI_00024	gene	960				
PBAGAAKI_00024	CDS	960				hypothetical protein
PBAGAAKI_00025	gene	1755	fadD_1			
PBAGAAKI_00025	CDS	1755	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PBAGAAKI_00026	gene	702				
PBAGAAKI_00026	CDS	702				hypothetical protein
PBAGAAKI_00027	gene	885				
PBAGAAKI_00027	CDS	885				hypothetical protein
PBAGAAKI_00028	gene	933				
PBAGAAKI_00028	CDS	933				hypothetical protein
PBAGAAKI_00029	gene	1122				
PBAGAAKI_00029	CDS	1122				hypothetical protein
PBAGAAKI_00030	gene	291				
PBAGAAKI_00030	CDS	291				hypothetical protein
PBAGAAKI_00031	gene	1149	hpd			
PBAGAAKI_00031	CDS	1149	hpd	1.13.11.27		4-hydroxyphenylpyruvate dioxygenase
PBAGAAKI_00032	gene	492	decR_1			
PBAGAAKI_00032	CDS	492	decR_1		COG1522	DNA-binding transcriptional activator DecR
PBAGAAKI_00033	gene	843				
PBAGAAKI_00033	CDS	843				hypothetical protein
PBAGAAKI_00034	gene	237				
PBAGAAKI_00034	CDS	237				hypothetical protein
PBAGAAKI_00035	gene	192				
PBAGAAKI_00035	CDS	192				hypothetical protein
PBAGAAKI_00036	gene	597				
PBAGAAKI_00036	CDS	597				hypothetical protein
PBAGAAKI_00037	gene	2067	fusA_1			
PBAGAAKI_00037	CDS	2067	fusA_1		COG0480	Elongation factor G
PBAGAAKI_00038	gene	1419				
PBAGAAKI_00038	CDS	1419				hypothetical protein
PBAGAAKI_00039	gene	876				
PBAGAAKI_00039	CDS	876				hypothetical protein
PBAGAAKI_00040	gene	1410				
PBAGAAKI_00040	CDS	1410				hypothetical protein
PBAGAAKI_00041	gene	1740				
PBAGAAKI_00041	CDS	1740				hypothetical protein
PBAGAAKI_00042	gene	1188	yliI_1			
PBAGAAKI_00042	CDS	1188	yliI_1	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
PBAGAAKI_00043	gene	1815				
PBAGAAKI_00043	CDS	1815				hypothetical protein
PBAGAAKI_00044	gene	231				
PBAGAAKI_00044	CDS	231				hypothetical protein
PBAGAAKI_00045	gene	423				
PBAGAAKI_00045	CDS	423				hypothetical protein
PBAGAAKI_00046	gene	2514				
PBAGAAKI_00046	CDS	2514				hypothetical protein
PBAGAAKI_00047	gene	414				
PBAGAAKI_00047	CDS	414				hypothetical protein
PBAGAAKI_00048	gene	1467				
PBAGAAKI_00048	CDS	1467				hypothetical protein
PBAGAAKI_00049	gene	396				
PBAGAAKI_00049	CDS	396				hypothetical protein
PBAGAAKI_00050	gene	330				
PBAGAAKI_00050	CDS	330				hypothetical protein
PBAGAAKI_00051	gene	651	uvrY_1			
PBAGAAKI_00051	CDS	651	uvrY_1		COG2197	Response regulator UvrY
PBAGAAKI_00052	gene	189				
PBAGAAKI_00052	CDS	189				hypothetical protein
PBAGAAKI_00053	gene	753	fliY			
PBAGAAKI_00053	CDS	753	fliY		COG0834	L-cystine-binding protein FliY
PBAGAAKI_00054	gene	1593	aidB			
PBAGAAKI_00054	CDS	1593	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
PBAGAAKI_00055	gene	1158				
PBAGAAKI_00055	CDS	1158				hypothetical protein
PBAGAAKI_00056	gene	468				
PBAGAAKI_00056	CDS	468				hypothetical protein
PBAGAAKI_00057	gene	1119	pgl			
PBAGAAKI_00057	CDS	1119	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
PBAGAAKI_00058	gene	1293				
PBAGAAKI_00058	CDS	1293		4.1.2.42		D-threonine aldolase
PBAGAAKI_00059	gene	939	dagK			
PBAGAAKI_00059	CDS	939	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
PBAGAAKI_00060	gene	1215				
PBAGAAKI_00060	CDS	1215				hypothetical protein
PBAGAAKI_00061	gene	597				
PBAGAAKI_00061	CDS	597				hypothetical protein
PBAGAAKI_00062	gene	1008	mltF_1			
PBAGAAKI_00062	CDS	1008	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
PBAGAAKI_00063	gene	1152				
PBAGAAKI_00063	CDS	1152				hypothetical protein
PBAGAAKI_00064	gene	1086				
PBAGAAKI_00064	CDS	1086				hypothetical protein
PBAGAAKI_00065	gene	3291	icmF			
PBAGAAKI_00065	CDS	3291	icmF		COG1703	Fused isobutyryl-CoA mutase
PBAGAAKI_00066	gene	2031				
PBAGAAKI_00066	CDS	2031				hypothetical protein
PBAGAAKI_00067	gene	411				
