locus_tag	ftype	length_bp	gene	EC_number	COG	product
PILGFAFD_00001	gene	240				
PILGFAFD_00001	CDS	240				hypothetical protein
PILGFAFD_00002	gene	297				
PILGFAFD_00002	CDS	297				hypothetical protein
PILGFAFD_00003	gene	76				
PILGFAFD_00003	tRNA	76				tRNA-Ala(tgc)
PILGFAFD_00004	gene	77				
PILGFAFD_00004	tRNA	77				tRNA-Ile(gat)
PILGFAFD_00005	gene	321				
PILGFAFD_00005	CDS	321				hypothetical protein
PILGFAFD_00006	gene	99				
PILGFAFD_00006	CDS	99				hypothetical protein
PILGFAFD_00007	gene	135				
PILGFAFD_00007	CDS	135				hypothetical protein
PILGFAFD_00008	gene	144				
PILGFAFD_00008	CDS	144				hypothetical protein
PILGFAFD_00009	gene	213				
PILGFAFD_00009	CDS	213				hypothetical protein
PILGFAFD_00010	gene	372				
PILGFAFD_00010	CDS	372				hypothetical protein
PILGFAFD_00011	gene	1224				
PILGFAFD_00011	CDS	1224				hypothetical protein
PILGFAFD_00012	gene	348				
PILGFAFD_00012	CDS	348				hypothetical protein
PILGFAFD_00013	gene	471				
PILGFAFD_00013	CDS	471				hypothetical protein
PILGFAFD_00014	gene	369				
PILGFAFD_00014	CDS	369				hypothetical protein
PILGFAFD_00015	gene	1212	mdoC			
PILGFAFD_00015	CDS	1212	mdoC	2.1.-.-		Glucans biosynthesis protein C
PILGFAFD_00016	gene	1044				
PILGFAFD_00016	CDS	1044				hypothetical protein
PILGFAFD_00017	gene	405				
PILGFAFD_00017	CDS	405				hypothetical protein
PILGFAFD_00018	gene	630	paiB			
PILGFAFD_00018	CDS	630	paiB		COG2808	Protease synthase and sporulation protein PAI 2
PILGFAFD_00019	gene	1605	gabR			
PILGFAFD_00019	CDS	1605	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
PILGFAFD_00020	gene	513				
PILGFAFD_00020	CDS	513				hypothetical protein
PILGFAFD_00021	gene	1431	pcaK			
PILGFAFD_00021	CDS	1431	pcaK		COG0477	4-hydroxybenzoate transporter PcaK
PILGFAFD_00022	gene	591				
PILGFAFD_00022	CDS	591				hypothetical protein
PILGFAFD_00023	gene	651				
PILGFAFD_00023	CDS	651				hypothetical protein
PILGFAFD_00024	gene	255				
PILGFAFD_00024	CDS	255				hypothetical protein
PILGFAFD_00025	gene	927	gbpR_1			
PILGFAFD_00025	CDS	927	gbpR_1			HTH-type transcriptional regulator GbpR
PILGFAFD_00026	gene	999				
PILGFAFD_00026	CDS	999				hypothetical protein
PILGFAFD_00027	gene	1530	garD_1			
PILGFAFD_00027	CDS	1530	garD_1	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
PILGFAFD_00028	gene	501				
PILGFAFD_00028	CDS	501				hypothetical protein
PILGFAFD_00029	gene	177				
PILGFAFD_00029	CDS	177				hypothetical protein
PILGFAFD_00030	gene	6402				
PILGFAFD_00030	CDS	6402				hypothetical protein
PILGFAFD_00031	gene	864				
PILGFAFD_00031	CDS	864				hypothetical protein
PILGFAFD_00032	gene	552				
PILGFAFD_00032	CDS	552		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
PILGFAFD_00033	gene	5109				
PILGFAFD_00033	CDS	5109				hypothetical protein
PILGFAFD_00034	gene	330				
PILGFAFD_00034	CDS	330				hypothetical protein
PILGFAFD_00035	gene	705	livF_1			
PILGFAFD_00035	CDS	705	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PILGFAFD_00036	gene	1026				
PILGFAFD_00036	CDS	1026				hypothetical protein
PILGFAFD_00037	gene	714				
PILGFAFD_00037	CDS	714				hypothetical protein
PILGFAFD_00038	gene	786				
PILGFAFD_00038	CDS	786				hypothetical protein
PILGFAFD_00039	gene	1236	ydhP_1			
PILGFAFD_00039	CDS	1236	ydhP_1		COG2814	Inner membrane transport protein YdhP
PILGFAFD_00040	gene	840				
PILGFAFD_00040	CDS	840				hypothetical protein
PILGFAFD_00041	gene	1122	yegS			
PILGFAFD_00041	CDS	1122	yegS	2.7.1.-		lipid kinase YegS
PILGFAFD_00042	gene	774	cpdA_1			
PILGFAFD_00042	CDS	774	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PILGFAFD_00043	gene	1248				
PILGFAFD_00043	CDS	1248				hypothetical protein
PILGFAFD_00044	gene	2661				
PILGFAFD_00044	CDS	2661				hypothetical protein
PILGFAFD_00045	gene	2850				
PILGFAFD_00045	CDS	2850				hypothetical protein
PILGFAFD_00046	gene	903				
PILGFAFD_00046	CDS	903				hypothetical protein
PILGFAFD_00047	gene	987	qorA_1			
PILGFAFD_00047	CDS	987	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
PILGFAFD_00048	gene	822	idi			
PILGFAFD_00048	CDS	822	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
PILGFAFD_00049	gene	1242				
PILGFAFD_00049	CDS	1242				hypothetical protein
PILGFAFD_00050	gene	1017				
PILGFAFD_00050	CDS	1017				hypothetical protein
PILGFAFD_00051	gene	993				
PILGFAFD_00051	CDS	993				hypothetical protein
PILGFAFD_00052	gene	1977				
PILGFAFD_00052	CDS	1977				hypothetical protein
PILGFAFD_00053	gene	489				
PILGFAFD_00053	CDS	489				hypothetical protein
PILGFAFD_00054	gene	387				
PILGFAFD_00054	CDS	387				hypothetical protein
PILGFAFD_00055	gene	1197	tyrB			
PILGFAFD_00055	CDS	1197	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
PILGFAFD_00056	gene	2100	uvrB			
PILGFAFD_00056	CDS	2100	uvrB		COG0556	UvrABC system protein B
PILGFAFD_00057	gene	537	iscR			
PILGFAFD_00057	CDS	537	iscR			HTH-type transcriptional regulator IscR
PILGFAFD_00058	gene	1221	iscS			
PILGFAFD_00058	CDS	1221	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
PILGFAFD_00059	gene	183				
PILGFAFD_00059	CDS	183				hypothetical protein
PILGFAFD_00060	gene	1866	hscA			
PILGFAFD_00060	CDS	1866	hscA		COG0443	Chaperone protein HscA
PILGFAFD_00061	gene	717	dnaQ			
PILGFAFD_00061	CDS	717	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
PILGFAFD_00062	gene	75				
PILGFAFD_00062	tRNA	75				tRNA-Val(cac)
PILGFAFD_00063	gene	75				
PILGFAFD_00063	tRNA	75				tRNA-Val(cac)
PILGFAFD_00064	gene	1074	aphB			
PILGFAFD_00064	CDS	1074	aphB	3.5.1.-	COG0123	Acetylpolyamine amidohydrolase 2
PILGFAFD_00065	gene	1008	lhgD			
PILGFAFD_00065	CDS	1008	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
PILGFAFD_00066	gene	396				
PILGFAFD_00066	CDS	396				hypothetical protein
PILGFAFD_00067	gene	1077	pyrD			
PILGFAFD_00067	CDS	1077	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
PILGFAFD_00068	gene	693	rpiA			
PILGFAFD_00068	CDS	693	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
PILGFAFD_00069	gene	657				
PILGFAFD_00069	CDS	657				hypothetical protein
PILGFAFD_00070	gene	2040	prlC			
PILGFAFD_00070	CDS	2040	prlC	3.4.24.70	COG0339	Oligopeptidase A
PILGFAFD_00071	gene	912	folD			
PILGFAFD_00071	CDS	912	folD		COG0190	Bifunctional protein FolD protein
PILGFAFD_00072	gene	627	tmoT			
PILGFAFD_00072	CDS	627	tmoT			Response regulator protein TmoT
PILGFAFD_00073	gene	2427	sasA_1			
PILGFAFD_00073	CDS	2427	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
PILGFAFD_00074	gene	2724	aceE_1			
PILGFAFD_00074	CDS	2724	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
PILGFAFD_00075	gene	1707	aceF			
PILGFAFD_00075	CDS	1707	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
PILGFAFD_00076	gene	1839	lpdA			
PILGFAFD_00076	CDS	1839	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
PILGFAFD_00077	gene	2382				
PILGFAFD_00077	CDS	2382				hypothetical protein
PILGFAFD_00078	gene	1692	lig			
PILGFAFD_00078	CDS	1692	lig	6.5.1.1		DNA ligase
PILGFAFD_00079	gene	1170				
PILGFAFD_00079	CDS	1170				hypothetical protein
PILGFAFD_00080	gene	417	atpC_1			
PILGFAFD_00080	CDS	417	atpC_1		COG0355	ATP synthase epsilon chain
PILGFAFD_00081	gene	1431	atpD1			
PILGFAFD_00081	CDS	1431	atpD1	7.1.2.2		ATP synthase subunit beta 1
PILGFAFD_00082	gene	867	atpG			
PILGFAFD_00082	CDS	867	atpG		COG0224	ATP synthase gamma chain
PILGFAFD_00083	gene	1554	atpA			
PILGFAFD_00083	CDS	1554	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
PILGFAFD_00084	gene	543	atpH_1			
PILGFAFD_00084	CDS	543	atpH_1		COG0712	ATP synthase subunit delta
PILGFAFD_00085	gene	471	atpF			
PILGFAFD_00085	CDS	471	atpF		COG0711	ATP synthase subunit b
PILGFAFD_00086	gene	249	atpH_2			
PILGFAFD_00086	CDS	249	atpH_2			ATP synthase subunit c
PILGFAFD_00087	gene	879	atpB			
PILGFAFD_00087	CDS	879	atpB		COG0356	ATP synthase subunit a
PILGFAFD_00088	gene	384				
PILGFAFD_00088	CDS	384				hypothetical protein
PILGFAFD_00089	gene	309				
PILGFAFD_00089	CDS	309				hypothetical protein
PILGFAFD_00090	gene	681	lipB			
PILGFAFD_00090	CDS	681	lipB	2.3.1.181	COG0321	Octanoyltransferase
PILGFAFD_00091	gene	990	lipA			
PILGFAFD_00091	CDS	990	lipA	2.8.1.8	COG0320	Lipoyl synthase
PILGFAFD_00092	gene	1224				
PILGFAFD_00092	CDS	1224				hypothetical protein
PILGFAFD_00093	gene	381				
PILGFAFD_00093	CDS	381				hypothetical protein
PILGFAFD_00094	gene	705	kdpE			
PILGFAFD_00094	CDS	705	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
PILGFAFD_00095	gene	2817	kdpD			
PILGFAFD_00095	CDS	2817	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
PILGFAFD_00096	gene	657	kdpC			
PILGFAFD_00096	CDS	657	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
PILGFAFD_00097	gene	2133	kdpB			
PILGFAFD_00097	CDS	2133	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
PILGFAFD_00098	gene	1806	kdpA			
PILGFAFD_00098	CDS	1806	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
PILGFAFD_00099	gene	99				
PILGFAFD_00099	CDS	99				hypothetical protein
PILGFAFD_00100	gene	108				
PILGFAFD_00100	CDS	108				hypothetical protein
PILGFAFD_00101	gene	330				
PILGFAFD_00101	CDS	330				hypothetical protein
PILGFAFD_00102	gene	1782	ptsI			
PILGFAFD_00102	CDS	1782	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
PILGFAFD_00103	gene	270	ptsO			
PILGFAFD_00103	CDS	270	ptsO		COG1925	Phosphocarrier protein NPr
PILGFAFD_00104	gene	453				
PILGFAFD_00104	CDS	453				hypothetical protein
PILGFAFD_00105	gene	1284				
PILGFAFD_00105	CDS	1284				hypothetical protein
PILGFAFD_00106	gene	384				
PILGFAFD_00106	CDS	384				hypothetical protein
PILGFAFD_00107	gene	504	resA_1			
PILGFAFD_00107	CDS	504	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
PILGFAFD_00108	gene	498				
PILGFAFD_00108	CDS	498				hypothetical protein
PILGFAFD_00109	gene	507				
PILGFAFD_00109	CDS	507		1.11.1.15		Peroxiredoxin
PILGFAFD_00110	gene	270	rpsQ			
PILGFAFD_00110	CDS	270	rpsQ		COG0186	30S ribosomal protein S17
PILGFAFD_00111	gene	198	rpmC			
PILGFAFD_00111	CDS	198	rpmC		COG0255	50S ribosomal protein L29
PILGFAFD_00112	gene	417	rplP			
PILGFAFD_00112	CDS	417	rplP		COG0197	50S ribosomal protein L16
PILGFAFD_00113	gene	882	rpsC			
PILGFAFD_00113	CDS	882	rpsC		COG0092	30S ribosomal protein S3
PILGFAFD_00114	gene	333	rplV			
PILGFAFD_00114	CDS	333	rplV		COG0091	50S ribosomal protein L22
PILGFAFD_00115	gene	279	rpsS			
PILGFAFD_00115	CDS	279	rpsS		COG0185	30S ribosomal protein S19
PILGFAFD_00116	gene	825	rplB			
PILGFAFD_00116	CDS	825	rplB		COG0090	50S ribosomal protein L2
PILGFAFD_00117	gene	315	rplW			
PILGFAFD_00117	CDS	315	rplW		COG0089	50S ribosomal protein L23
PILGFAFD_00118	gene	621	rplD			
PILGFAFD_00118	CDS	621	rplD		COG0088	50S ribosomal protein L4
PILGFAFD_00119	gene	672	rplC			
PILGFAFD_00119	CDS	672	rplC		COG0087	50S ribosomal protein L3
PILGFAFD_00120	gene	312	rpsJ			
PILGFAFD_00120	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
PILGFAFD_00121	gene	312	tufA_1			
PILGFAFD_00121	CDS	312	tufA_1		COG0050	Elongation factor Tu-A
PILGFAFD_00122	gene	972				
PILGFAFD_00122	CDS	972				hypothetical protein
PILGFAFD_00123	gene	831	nanR			
PILGFAFD_00123	CDS	831	nanR			HTH-type transcriptional repressor NanR
PILGFAFD_00124	gene	813	udh			
PILGFAFD_00124	CDS	813	udh	1.1.1.203	COG0451	Uronate dehydrogenase
PILGFAFD_00125	gene	939				
PILGFAFD_00125	CDS	939		3.1.1.99		6-deoxy-6-sulfogluconolactonase
PILGFAFD_00126	gene	969				
PILGFAFD_00126	CDS	969			COG1638	Solute-binding protein
PILGFAFD_00127	gene	531				
PILGFAFD_00127	CDS	531				hypothetical protein
PILGFAFD_00128	gene	1296	dctM_1			
PILGFAFD_00128	CDS	1296	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
PILGFAFD_00129	gene	1104	pgl			
PILGFAFD_00129	CDS	1104	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
PILGFAFD_00130	gene	1077	gnl			
PILGFAFD_00130	CDS	1077	gnl	3.1.1.17		Gluconolactonase
PILGFAFD_00131	gene	996				
PILGFAFD_00131	CDS	996				hypothetical protein
PILGFAFD_00132	gene	2169	btuB_1			
PILGFAFD_00132	CDS	2169	btuB_1			Vitamin B12 transporter BtuB
PILGFAFD_00133	gene	729				
PILGFAFD_00133	CDS	729				hypothetical protein
PILGFAFD_00134	gene	900	mmsB			
PILGFAFD_00134	CDS	900	mmsB	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
PILGFAFD_00135	gene	387				
PILGFAFD_00135	CDS	387				hypothetical protein
PILGFAFD_00136	gene	1167	acdA_1			
PILGFAFD_00136	CDS	1167	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PILGFAFD_00137	gene	423				
PILGFAFD_00137	CDS	423				hypothetical protein
PILGFAFD_00138	gene	1524	mmsA			
PILGFAFD_00138	CDS	1524	mmsA	1.2.1.27	COG1012	Methylmalonate-semialdehyde dehydrogenase [acylating]
PILGFAFD_00139	gene	897	gltR_1			
PILGFAFD_00139	CDS	897	gltR_1		COG0583	HTH-type transcriptional regulator GltR
PILGFAFD_00140	gene	1302				
PILGFAFD_00140	CDS	1302				hypothetical protein
PILGFAFD_00141	gene	1449	cycA			
PILGFAFD_00141	CDS	1449	cycA		COG1113	D-serine/D-alanine/glycine transporter
PILGFAFD_00142	gene	588				
PILGFAFD_00142	CDS	588				hypothetical protein
PILGFAFD_00143	gene	159				
PILGFAFD_00143	CDS	159				hypothetical protein
PILGFAFD_00144	gene	1425				
PILGFAFD_00144	CDS	1425				hypothetical protein
PILGFAFD_00145	gene	564	maa			
PILGFAFD_00145	CDS	564	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
PILGFAFD_00146	gene	1845	btuD_1			
PILGFAFD_00146	CDS	1845	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PILGFAFD_00147	gene	1275	arsB_1			
PILGFAFD_00147	CDS	1275	arsB_1		COG1055	Arsenical pump membrane protein
PILGFAFD_00148	gene	3162				
PILGFAFD_00148	CDS	3162				hypothetical protein
PILGFAFD_00149	gene	336				
PILGFAFD_00149	CDS	336				hypothetical protein
PILGFAFD_00150	gene	3528	smc_1			
PILGFAFD_00150	CDS	3528	smc_1		COG1196	Chromosome partition protein Smc
PILGFAFD_00151	gene	1125				
PILGFAFD_00151	CDS	1125				hypothetical protein
PILGFAFD_00152	gene	2211	ligA_1			
PILGFAFD_00152	CDS	2211	ligA_1	6.5.1.2	COG0272	DNA ligase
PILGFAFD_00153	gene	213				
PILGFAFD_00153	CDS	213				hypothetical protein
PILGFAFD_00154	gene	77				
PILGFAFD_00154	tRNA	77				tRNA-Arg(tct)
PILGFAFD_00155	gene	1752	ybaL			
PILGFAFD_00155	CDS	1752	ybaL		COG1226	Putative cation/proton antiporter YbaL
PILGFAFD_00156	gene	1821				
PILGFAFD_00156	CDS	1821				hypothetical protein
PILGFAFD_00157	gene	1824	rhlE_1			
PILGFAFD_00157	CDS	1824	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
PILGFAFD_00158	gene	462	atpC_2			
PILGFAFD_00158	CDS	462	atpC_2		COG0355	ATP synthase epsilon chain
PILGFAFD_00159	gene	1662	ettA			
PILGFAFD_00159	CDS	1662	ettA		COG0488	Energy-dependent translational throttle protein EttA
PILGFAFD_00160	gene	2442				
PILGFAFD_00160	CDS	2442				hypothetical protein
PILGFAFD_00161	gene	324				
PILGFAFD_00161	CDS	324				hypothetical protein
PILGFAFD_00162	gene	330				
PILGFAFD_00162	CDS	330				hypothetical protein
PILGFAFD_00163	gene	1491				
PILGFAFD_00163	CDS	1491				hypothetical protein
PILGFAFD_00164	gene	1050				
PILGFAFD_00164	CDS	1050		3.4.11.-	COG3191	putative aminopeptidase
PILGFAFD_00165	gene	606				
PILGFAFD_00165	CDS	606				hypothetical protein
PILGFAFD_00166	gene	1164	mexA			
PILGFAFD_00166	CDS	1164	mexA			Multidrug resistance protein MexA
PILGFAFD_00167	gene	3156	acrB_1			
PILGFAFD_00167	CDS	3156	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
PILGFAFD_00168	gene	1416	oprM_1			
PILGFAFD_00168	CDS	1416	oprM_1		COG1538	Outer membrane protein OprM
PILGFAFD_00169	gene	639	acrR_1			
PILGFAFD_00169	CDS	639	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
PILGFAFD_00170	gene	171				
PILGFAFD_00170	CDS	171				hypothetical protein
PILGFAFD_00171	gene	150				
PILGFAFD_00171	CDS	150				hypothetical protein
PILGFAFD_00172	gene	1140				
PILGFAFD_00172	CDS	1140				hypothetical protein
PILGFAFD_00173	gene	423				
PILGFAFD_00173	CDS	423				hypothetical protein
PILGFAFD_00174	gene	360				
PILGFAFD_00174	CDS	360				hypothetical protein
PILGFAFD_00175	gene	438				
PILGFAFD_00175	CDS	438				hypothetical protein
PILGFAFD_00176	gene	549				
PILGFAFD_00176	CDS	549				hypothetical protein
PILGFAFD_00177	gene	1407	ftsP_1			
PILGFAFD_00177	CDS	1407	ftsP_1			Cell division protein FtsP
PILGFAFD_00178	gene	1491				
PILGFAFD_00178	CDS	1491				hypothetical protein
PILGFAFD_00179	gene	453				
PILGFAFD_00179	CDS	453				hypothetical protein
PILGFAFD_00180	gene	450				
PILGFAFD_00180	CDS	450				hypothetical protein
PILGFAFD_00181	gene	630				
PILGFAFD_00181	CDS	630				hypothetical protein
PILGFAFD_00182	gene	2121	cadA_1			
PILGFAFD_00182	CDS	2121	cadA_1	3.6.3.3		Cadmium-transporting ATPase
PILGFAFD_00183	gene	465	zntR			
PILGFAFD_00183	CDS	465	zntR		COG0789	HTH-type transcriptional regulator ZntR
PILGFAFD_00184	gene	837				
PILGFAFD_00184	CDS	837				hypothetical protein
PILGFAFD_00185	gene	1008				
PILGFAFD_00185	CDS	1008				hypothetical protein
PILGFAFD_00186	gene	723				
PILGFAFD_00186	CDS	723				hypothetical protein
PILGFAFD_00187	gene	183				
PILGFAFD_00187	CDS	183				hypothetical protein
PILGFAFD_00188	gene	1539	nnr			
PILGFAFD_00188	CDS	1539	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
PILGFAFD_00189	gene	1248	dadA1_1			
PILGFAFD_00189	CDS	1248	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
PILGFAFD_00190	gene	753	rpsB			
PILGFAFD_00190	CDS	753	rpsB		COG0052	30S ribosomal protein S2
PILGFAFD_00191	gene	924	tsf			
PILGFAFD_00191	CDS	924	tsf		COG0264	Elongation factor Ts
PILGFAFD_00192	gene	723	pyrH			
PILGFAFD_00192	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
PILGFAFD_00193	gene	561	frr			
PILGFAFD_00193	CDS	561	frr		COG0233	Ribosome-recycling factor
PILGFAFD_00194	gene	744	uppS			
PILGFAFD_00194	CDS	744	uppS	2.5.1.-	COG0020	Isoprenyl transferase
PILGFAFD_00195	gene	855	cdsA			
PILGFAFD_00195	CDS	855	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
PILGFAFD_00196	gene	1179	dxr			
PILGFAFD_00196	CDS	1179	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
PILGFAFD_00197	gene	1368	rseP			
PILGFAFD_00197	CDS	1368	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
PILGFAFD_00198	gene	2298	bamA_1			
PILGFAFD_00198	CDS	2298	bamA_1		COG4775	Outer membrane protein assembly factor BamA
PILGFAFD_00199	gene	522	skp			
PILGFAFD_00199	CDS	522	skp		COG2825	Chaperone protein Skp
PILGFAFD_00200	gene	1002	lpxD			
PILGFAFD_00200	CDS	1002	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
PILGFAFD_00201	gene	441	fabZ			
PILGFAFD_00201	CDS	441	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
PILGFAFD_00202	gene	816	lpxA			
PILGFAFD_00202	CDS	816	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
PILGFAFD_00203	gene	1128	lpxB			
PILGFAFD_00203	CDS	1128	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
PILGFAFD_00204	gene	723	rnhB			
PILGFAFD_00204	CDS	723	rnhB			Ribonuclease HII
PILGFAFD_00205	gene	840	rlmB_1			
PILGFAFD_00205	CDS	840	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
PILGFAFD_00206	gene	76				
PILGFAFD_00206	tRNA	76				tRNA-Thr(cgt)
PILGFAFD_00207	gene	1008	fbp_1			
PILGFAFD_00207	CDS	1008	fbp_1	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
PILGFAFD_00208	gene	2709	pepN			
PILGFAFD_00208	CDS	2709	pepN	3.4.11.2	COG0308	Aminopeptidase N
PILGFAFD_00209	gene	594				
