locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIIEEOHL_00001	gene	258				
PIIEEOHL_00001	CDS	258				hypothetical protein
PIIEEOHL_00002	gene	348				
PIIEEOHL_00002	CDS	348				hypothetical protein
PIIEEOHL_00003	gene	2139	cheA			
PIIEEOHL_00003	CDS	2139	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
PIIEEOHL_00004	gene	363	cheY_1			
PIIEEOHL_00004	CDS	363	cheY_1		COG0784	Chemotaxis protein CheY 
PIIEEOHL_00005	gene	459				
PIIEEOHL_00005	CDS	459				hypothetical protein
PIIEEOHL_00006	gene	1170				
PIIEEOHL_00006	CDS	1170				hypothetical protein
PIIEEOHL_00007	gene	630	uvrY			
PIIEEOHL_00007	CDS	630	uvrY		COG2197	Response regulator UvrY
PIIEEOHL_00008	gene	762	fliR			
PIIEEOHL_00008	CDS	762	fliR		COG1684	Flagellar biosynthetic protein FliR
PIIEEOHL_00009	gene	270	fliQ			
PIIEEOHL_00009	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
PIIEEOHL_00010	gene	795	fliP			
PIIEEOHL_00010	CDS	795	fliP		COG1338	Flagellar biosynthetic protein FliP
PIIEEOHL_00011	gene	366				
PIIEEOHL_00011	CDS	366				hypothetical protein
PIIEEOHL_00012	gene	450	fliN			
PIIEEOHL_00012	CDS	450	fliN		COG1886	Flagellar motor switch protein FliN
PIIEEOHL_00013	gene	1008	fliM			
PIIEEOHL_00013	CDS	1008	fliM		COG1868	Flagellar motor switch protein FliM
PIIEEOHL_00014	gene	573				
PIIEEOHL_00014	CDS	573				hypothetical protein
PIIEEOHL_00015	gene	1161				
PIIEEOHL_00015	CDS	1161				hypothetical protein
PIIEEOHL_00016	gene	474				
PIIEEOHL_00016	CDS	474				hypothetical protein
PIIEEOHL_00017	gene	1419	fliI			
PIIEEOHL_00017	CDS	1419	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
PIIEEOHL_00018	gene	708				
PIIEEOHL_00018	CDS	708				hypothetical protein
PIIEEOHL_00019	gene	996	fliG			
PIIEEOHL_00019	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
PIIEEOHL_00020	gene	1704	fliF			
PIIEEOHL_00020	CDS	1704	fliF		COG1766	Flagellar M-ring protein
PIIEEOHL_00021	gene	333	fliE			
PIIEEOHL_00021	CDS	333	fliE			Flagellar hook-basal body complex protein FliE
