locus_tag	ftype	length_bp	gene	EC_number	COG	product
AAMCFLPG_00001	gene	507				
AAMCFLPG_00001	CDS	507				hypothetical protein
AAMCFLPG_00002	gene	822	menH_1			
AAMCFLPG_00002	CDS	822	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AAMCFLPG_00003	gene	333				
AAMCFLPG_00003	CDS	333				hypothetical protein
AAMCFLPG_00004	gene	771				
AAMCFLPG_00004	CDS	771				hypothetical protein
AAMCFLPG_00005	gene	1104				
AAMCFLPG_00005	CDS	1104				hypothetical protein
AAMCFLPG_00006	gene	1617				
AAMCFLPG_00006	CDS	1617				hypothetical protein
AAMCFLPG_00007	gene	2247				
AAMCFLPG_00007	CDS	2247				hypothetical protein
AAMCFLPG_00008	gene	1329	atsA			
AAMCFLPG_00008	CDS	1329	atsA	3.1.6.1	COG3119	Arylsulfatase
AAMCFLPG_00009	gene	996				
AAMCFLPG_00009	CDS	996				hypothetical protein
AAMCFLPG_00010	gene	1053				
AAMCFLPG_00010	CDS	1053				hypothetical protein
AAMCFLPG_00011	gene	942	gbpR_1			
AAMCFLPG_00011	CDS	942	gbpR_1			HTH-type transcriptional regulator GbpR
AAMCFLPG_00012	gene	1197				
AAMCFLPG_00012	CDS	1197				hypothetical protein
AAMCFLPG_00013	gene	684				
AAMCFLPG_00013	CDS	684				hypothetical protein
AAMCFLPG_00014	gene	633				
AAMCFLPG_00014	CDS	633				hypothetical protein
AAMCFLPG_00015	gene	465	asnC			
AAMCFLPG_00015	CDS	465	asnC		COG1522	Regulatory protein AsnC
AAMCFLPG_00016	gene	405	ybaN			
AAMCFLPG_00016	CDS	405	ybaN		COG2832	Inner membrane protein YbaN
AAMCFLPG_00017	gene	1086				
AAMCFLPG_00017	CDS	1086				hypothetical protein
AAMCFLPG_00018	gene	2250	yccS_1			
AAMCFLPG_00018	CDS	2250	yccS_1		COG1289	Inner membrane protein YccS
AAMCFLPG_00019	gene	1065	cysQ_1			
AAMCFLPG_00019	CDS	1065	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
AAMCFLPG_00020	gene	777	trmJ			
AAMCFLPG_00020	CDS	777	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
AAMCFLPG_00021	gene	771	dapH_1			
AAMCFLPG_00021	CDS	771	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
AAMCFLPG_00022	gene	471	zntR			
AAMCFLPG_00022	CDS	471	zntR		COG0789	HTH-type transcriptional regulator ZntR
AAMCFLPG_00023	gene	2319	cadA_1			
AAMCFLPG_00023	CDS	2319	cadA_1	3.6.3.3		Cadmium-transporting ATPase
AAMCFLPG_00024	gene	573				
AAMCFLPG_00024	CDS	573				hypothetical protein
AAMCFLPG_00025	gene	318				
AAMCFLPG_00025	CDS	318				hypothetical protein
AAMCFLPG_00026	gene	1254	gerN			
AAMCFLPG_00026	CDS	1254	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
AAMCFLPG_00027	gene	1323	czcS			
AAMCFLPG_00027	CDS	1323	czcS	2.7.13.3		Sensor protein CzcS
AAMCFLPG_00028	gene	678	czcR_1			
AAMCFLPG_00028	CDS	678	czcR_1			Transcriptional activator protein CzcR
AAMCFLPG_00029	gene	405	czcI			
AAMCFLPG_00029	CDS	405	czcI			Cobalt-zinc-cadmium resistance protein CzcI
AAMCFLPG_00030	gene	1350	czcC			
AAMCFLPG_00030	CDS	1350	czcC			Cobalt-zinc-cadmium resistance protein CzcC
AAMCFLPG_00031	gene	1395	czcB_1			
AAMCFLPG_00031	CDS	1395	czcB_1			Cobalt-zinc-cadmium resistance protein CzcB
AAMCFLPG_00032	gene	3213	czcA_1			
AAMCFLPG_00032	CDS	3213	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
AAMCFLPG_00033	gene	912	czcD_1			
