locus_tag	ftype	length_bp	gene	EC_number	COG	product
OEHAGBEC_00001	gene	306				
OEHAGBEC_00001	CDS	306		3.1.1.2		Arylesterase
OEHAGBEC_00002	gene	318				
OEHAGBEC_00002	CDS	318				hypothetical protein
OEHAGBEC_00003	gene	258				
OEHAGBEC_00003	CDS	258				hypothetical protein
OEHAGBEC_00004	gene	1011				
OEHAGBEC_00004	CDS	1011				Outer membrane porin protein 32
OEHAGBEC_00005	gene	1221				
OEHAGBEC_00005	CDS	1221				hypothetical protein
OEHAGBEC_00006	gene	999				
OEHAGBEC_00006	CDS	999				hypothetical protein
OEHAGBEC_00007	gene	351				
OEHAGBEC_00007	CDS	351				hypothetical protein
OEHAGBEC_00008	gene	999	pks5			
OEHAGBEC_00008	CDS	999	pks5	2.3.1.-	COG3321	Mycocerosic acid synthase-like polyketide synthase
OEHAGBEC_00009	gene	891	kce_1			
OEHAGBEC_00009	CDS	891	kce_1	2.3.1.247		3-keto-5-aminohexanoate cleavage enzyme
OEHAGBEC_00010	gene	771	fabG_1			
OEHAGBEC_00010	CDS	771	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OEHAGBEC_00011	gene	897	chqB_1			
OEHAGBEC_00011	CDS	897	chqB_1	1.13.11.37		Hydroxyquinol 1,2-dioxygenase
OEHAGBEC_00012	gene	879	degA			
OEHAGBEC_00012	CDS	879	degA		COG1609	HTH-type transcriptional regulator DegA
OEHAGBEC_00013	gene	972				
OEHAGBEC_00013	CDS	972				hypothetical protein
OEHAGBEC_00014	gene	1047	yjmC			
OEHAGBEC_00014	CDS	1047	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
OEHAGBEC_00015	gene	918				
OEHAGBEC_00015	CDS	918				hypothetical protein
OEHAGBEC_00016	gene	765	menH_1			
OEHAGBEC_00016	CDS	765	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OEHAGBEC_00017	gene	855	rhaS_1			
OEHAGBEC_00017	CDS	855	rhaS_1			HTH-type transcriptional activator RhaS
OEHAGBEC_00018	gene	330				
OEHAGBEC_00018	CDS	330				hypothetical protein
OEHAGBEC_00019	gene	1047				
OEHAGBEC_00019	CDS	1047				hypothetical protein
OEHAGBEC_00020	gene	855	ssuC_1			
OEHAGBEC_00020	CDS	855	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
OEHAGBEC_00021	gene	852	nrtD			
OEHAGBEC_00021	CDS	852	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
OEHAGBEC_00022	gene	1179				
OEHAGBEC_00022	CDS	1179				hypothetical protein
OEHAGBEC_00023	gene	525				
OEHAGBEC_00023	CDS	525				hypothetical protein
OEHAGBEC_00024	gene	1032				
OEHAGBEC_00024	CDS	1032				Outer membrane porin protein 32
OEHAGBEC_00025	gene	801	kipR_1			
OEHAGBEC_00025	CDS	801	kipR_1		COG1414	HTH-type transcriptional regulator KipR
OEHAGBEC_00026	gene	1158				
OEHAGBEC_00026	CDS	1158		3.7.1.19		2,6-dihydropseudooxynicotine hydrolase
OEHAGBEC_00027	gene	780	fabG_2			
