locus_tag	ftype	length_bp	gene	EC_number	COG	product
FMGFEPOP_00001	gene	1167				
FMGFEPOP_00001	CDS	1167				hypothetical protein
FMGFEPOP_00002	gene	633				
FMGFEPOP_00002	CDS	633				hypothetical protein
FMGFEPOP_00003	gene	1167				
FMGFEPOP_00003	CDS	1167				hypothetical protein
FMGFEPOP_00004	gene	3147	czcA_1			
FMGFEPOP_00004	CDS	3147	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
FMGFEPOP_00005	gene	396				
FMGFEPOP_00005	CDS	396				hypothetical protein
FMGFEPOP_00006	gene	1056				
FMGFEPOP_00006	CDS	1056				hypothetical protein
FMGFEPOP_00007	gene	378				
FMGFEPOP_00007	CDS	378				hypothetical protein
FMGFEPOP_00008	gene	333				
FMGFEPOP_00008	CDS	333				hypothetical protein
FMGFEPOP_00009	gene	315	chrB1_1			
FMGFEPOP_00009	CDS	315	chrB1_1			Protein ChrB
FMGFEPOP_00010	gene	321				
FMGFEPOP_00010	CDS	321				hypothetical protein
FMGFEPOP_00011	gene	576				
FMGFEPOP_00011	CDS	576				hypothetical protein
FMGFEPOP_00012	gene	450	srpC_1			
FMGFEPOP_00012	CDS	450	srpC_1		COG2059	putative chromate transport protein
FMGFEPOP_00013	gene	105				
FMGFEPOP_00013	CDS	105				hypothetical protein
FMGFEPOP_00014	gene	636				
FMGFEPOP_00014	CDS	636				hypothetical protein
FMGFEPOP_00015	gene	258				
FMGFEPOP_00015	CDS	258				hypothetical protein
FMGFEPOP_00016	gene	381				
FMGFEPOP_00016	CDS	381				hypothetical protein
FMGFEPOP_00017	gene	327	czcA_2			
FMGFEPOP_00017	CDS	327	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
FMGFEPOP_00018	gene	2910	czcA_3			
FMGFEPOP_00018	CDS	2910	czcA_3			Cobalt-zinc-cadmium resistance protein CzcA
FMGFEPOP_00019	gene	1611	czcB_1			
FMGFEPOP_00019	CDS	1611	czcB_1			Cobalt-zinc-cadmium resistance protein CzcB
FMGFEPOP_00020	gene	1356	czcC_1			
FMGFEPOP_00020	CDS	1356	czcC_1			Cobalt-zinc-cadmium resistance protein CzcC
FMGFEPOP_00021	gene	339				
FMGFEPOP_00021	CDS	339				hypothetical protein
FMGFEPOP_00022	gene	687	czcR			
FMGFEPOP_00022	CDS	687	czcR			Transcriptional activator protein CzcR
FMGFEPOP_00023	gene	1338	sasA_1			
FMGFEPOP_00023	CDS	1338	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
FMGFEPOP_00024	gene	1083				
FMGFEPOP_00024	CDS	1083				hypothetical protein
FMGFEPOP_00025	gene	1722				
FMGFEPOP_00025	CDS	1722				hypothetical protein
FMGFEPOP_00026	gene	1863				
FMGFEPOP_00026	CDS	1863				hypothetical protein
FMGFEPOP_00027	gene	1539				
FMGFEPOP_00027	CDS	1539				hypothetical protein
FMGFEPOP_00028	gene	927	tlp			
FMGFEPOP_00028	CDS	927	tlp	3.4.21.-		Trypsin-like protease
FMGFEPOP_00029	gene	1098				
FMGFEPOP_00029	CDS	1098				hypothetical protein
FMGFEPOP_00030	gene	1947				
FMGFEPOP_00030	CDS	1947				hypothetical protein
FMGFEPOP_00031	gene	516				
FMGFEPOP_00031	CDS	516				hypothetical protein
FMGFEPOP_00032	gene	1215				
FMGFEPOP_00032	CDS	1215				hypothetical protein
FMGFEPOP_00033	gene	195				
FMGFEPOP_00033	CDS	195				hypothetical protein
FMGFEPOP_00034	gene	321				
FMGFEPOP_00034	CDS	321				hypothetical protein
FMGFEPOP_00035	gene	504				
FMGFEPOP_00035	CDS	504				hypothetical protein
FMGFEPOP_00036	gene	570				
FMGFEPOP_00036	CDS	570				hypothetical protein
FMGFEPOP_00037	gene	1152				
FMGFEPOP_00037	CDS	1152				hypothetical protein
FMGFEPOP_00038	gene	153				
FMGFEPOP_00038	CDS	153				hypothetical protein
FMGFEPOP_00039	gene	1089				
FMGFEPOP_00039	CDS	1089				hypothetical protein
FMGFEPOP_00040	gene	561				
FMGFEPOP_00040	CDS	561				hypothetical protein
FMGFEPOP_00041	gene	1449	rimO			
FMGFEPOP_00041	CDS	1449	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
FMGFEPOP_00042	gene	957	mltB			
FMGFEPOP_00042	CDS	957	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
FMGFEPOP_00043	gene	2028	tgpA			
FMGFEPOP_00043	CDS	2028	tgpA	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
FMGFEPOP_00044	gene	1056				
FMGFEPOP_00044	CDS	1056				hypothetical protein
FMGFEPOP_00045	gene	921				
FMGFEPOP_00045	CDS	921				hypothetical protein
FMGFEPOP_00046	gene	954				
FMGFEPOP_00046	CDS	954		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
FMGFEPOP_00047	gene	789	dpgD			
FMGFEPOP_00047	CDS	789	dpgD	4.2.1.17		Enoyl-CoA-hydratase
FMGFEPOP_00048	gene	1335				
FMGFEPOP_00048	CDS	1335				hypothetical protein
FMGFEPOP_00049	gene	750	etfB_1			
FMGFEPOP_00049	CDS	750	etfB_1			Electron transfer flavoprotein subunit beta
FMGFEPOP_00050	gene	933	etfA_1			
FMGFEPOP_00050	CDS	933	etfA_1		COG2025	Electron transfer flavoprotein subunit alpha
FMGFEPOP_00051	gene	1791	dmdC_1			
FMGFEPOP_00051	CDS	1791	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
FMGFEPOP_00052	gene	954				
FMGFEPOP_00052	CDS	954				hypothetical protein
FMGFEPOP_00053	gene	1134				
