locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFFDLBPA_00001	gene	183				
GFFDLBPA_00001	CDS	183				hypothetical protein
GFFDLBPA_00002	gene	336				
GFFDLBPA_00002	CDS	336				hypothetical protein
GFFDLBPA_00003	gene	1620				
GFFDLBPA_00003	CDS	1620				IS66 family transposase ISBcen19
GFFDLBPA_00004	gene	222				
GFFDLBPA_00004	CDS	222				hypothetical protein
GFFDLBPA_00005	gene	873				
GFFDLBPA_00005	CDS	873				hypothetical protein
GFFDLBPA_00006	gene	1416	imuB			
GFFDLBPA_00006	CDS	1416	imuB			Protein ImuB
GFFDLBPA_00007	gene	3264	dnaE2			
GFFDLBPA_00007	CDS	3264	dnaE2	2.7.7.7		Error-prone DNA polymerase
GFFDLBPA_00008	gene	408				
GFFDLBPA_00008	CDS	408				hypothetical protein
GFFDLBPA_00009	gene	1863	sthA			
GFFDLBPA_00009	CDS	1863	sthA	1.6.1.1		Soluble pyridine nucleotide transhydrogenase
GFFDLBPA_00010	gene	1347	aceF			
GFFDLBPA_00010	CDS	1347	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
GFFDLBPA_00011	gene	100				
GFFDLBPA_00011	tRNA	100				tRNA-Gly(acc)
GFFDLBPA_00012	gene	2586	sasA_1			
GFFDLBPA_00012	CDS	2586	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
GFFDLBPA_00013	gene	642	fixJ			
GFFDLBPA_00013	CDS	642	fixJ			Transcriptional regulatory protein FixJ
GFFDLBPA_00014	gene	861	folD			
GFFDLBPA_00014	CDS	861	folD		COG0190	Bifunctional protein FolD protein
GFFDLBPA_00015	gene	2061	prlC			
GFFDLBPA_00015	CDS	2061	prlC	3.4.24.70	COG0339	Oligopeptidase A
GFFDLBPA_00016	gene	621				
GFFDLBPA_00016	CDS	621				hypothetical protein
GFFDLBPA_00017	gene	1266	baiN			
GFFDLBPA_00017	CDS	1266	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
GFFDLBPA_00018	gene	684	rpiA			
GFFDLBPA_00018	CDS	684	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
GFFDLBPA_00019	gene	795				
GFFDLBPA_00019	CDS	795				hypothetical protein
GFFDLBPA_00020	gene	1974	rlhA			
GFFDLBPA_00020	CDS	1974	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
GFFDLBPA_00021	gene	945	lpxH_1			
GFFDLBPA_00021	CDS	945	lpxH_1	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
GFFDLBPA_00022	gene	315				
GFFDLBPA_00022	CDS	315				hypothetical protein
GFFDLBPA_00023	gene	4035	purL			
GFFDLBPA_00023	CDS	4035	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
GFFDLBPA_00024	gene	837	map			
GFFDLBPA_00024	CDS	837	map	3.4.11.18	COG0024	Methionine aminopeptidase
GFFDLBPA_00025	gene	2589	glnD			
GFFDLBPA_00025	CDS	2589	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
GFFDLBPA_00026	gene	204				
GFFDLBPA_00026	CDS	204				hypothetical protein
GFFDLBPA_00027	gene	768	prpC_1			
GFFDLBPA_00027	CDS	768	prpC_1	3.1.3.16	COG0631	Protein phosphatase PrpC
GFFDLBPA_00028	gene	1113	zapE			
GFFDLBPA_00028	CDS	1113	zapE		COG1485	Cell division protein ZapE
GFFDLBPA_00029	gene	1431	lpd			
GFFDLBPA_00029	CDS	1431	lpd	1.8.1.4		Dihydrolipoyl dehydrogenase
GFFDLBPA_00030	gene	327				
GFFDLBPA_00030	CDS	327				hypothetical protein
GFFDLBPA_00031	gene	1275	sucB			
GFFDLBPA_00031	CDS	1275	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
GFFDLBPA_00032	gene	2859	sucA			
GFFDLBPA_00032	CDS	2859	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
GFFDLBPA_00033	gene	582				
GFFDLBPA_00033	CDS	582		1.15.1.1		Superoxide dismutase [Fe]
GFFDLBPA_00034	gene	1362	xseA			
GFFDLBPA_00034	CDS	1362	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
GFFDLBPA_00035	gene	633	exbB_1			
GFFDLBPA_00035	CDS	633	exbB_1		COG0811	Biopolymer transport protein ExbB
GFFDLBPA_00036	gene	450	tolR_1			
GFFDLBPA_00036	CDS	450	tolR_1			Tol-Pal system protein TolR
GFFDLBPA_00037	gene	1071	lpxK			
GFFDLBPA_00037	CDS	1071	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
GFFDLBPA_00038	gene	207				
GFFDLBPA_00038	CDS	207				hypothetical protein
GFFDLBPA_00039	gene	756	kdsB			
GFFDLBPA_00039	CDS	756	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
GFFDLBPA_00040	gene	654	adk			
GFFDLBPA_00040	CDS	654	adk	2.7.4.3		Adenylate kinase
GFFDLBPA_00041	gene	2100	dnaG			
GFFDLBPA_00041	CDS	2100	dnaG	2.7.7.-		DNA primase
GFFDLBPA_00042	gene	2238	rpoD			
GFFDLBPA_00042	CDS	2238	rpoD		COG0568	RNA polymerase sigma factor RpoD
GFFDLBPA_00043	gene	939				
GFFDLBPA_00043	CDS	939				hypothetical protein
GFFDLBPA_00044	gene	3651	rcsC_1			
GFFDLBPA_00044	CDS	3651	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
GFFDLBPA_00045	gene	1098	hemH			
GFFDLBPA_00045	CDS	1098	hemH	4.99.1.1	COG0276	Ferrochelatase
GFFDLBPA_00046	gene	1506				
GFFDLBPA_00046	CDS	1506				hypothetical protein
GFFDLBPA_00047	gene	549				
GFFDLBPA_00047	CDS	549				hypothetical protein
GFFDLBPA_00048	gene	1497	sasA_2			
GFFDLBPA_00048	CDS	1497	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
GFFDLBPA_00049	gene	633	scoB			
GFFDLBPA_00049	CDS	633	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
GFFDLBPA_00050	gene	711	scoA			
GFFDLBPA_00050	CDS	711	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
GFFDLBPA_00051	gene	471				
GFFDLBPA_00051	CDS	471				hypothetical protein
GFFDLBPA_00052	gene	786	gno_1			
GFFDLBPA_00052	CDS	786	gno_1	1.1.1.-		Gluconate 5-dehydrogenase
GFFDLBPA_00053	gene	1683				
GFFDLBPA_00053	CDS	1683		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
GFFDLBPA_00054	gene	537				
GFFDLBPA_00054	CDS	537				hypothetical protein
GFFDLBPA_00055	gene	417	hmrR_1			
GFFDLBPA_00055	CDS	417	hmrR_1			HTH-type transcriptional regulator HmrR
GFFDLBPA_00056	gene	576				
GFFDLBPA_00056	CDS	576				hypothetical protein
GFFDLBPA_00057	gene	618	tadA			
GFFDLBPA_00057	CDS	618	tadA	3.5.4.33		tRNA-specific adenosine deaminase
GFFDLBPA_00058	gene	1497				
GFFDLBPA_00058	CDS	1497				hypothetical protein
GFFDLBPA_00059	gene	363				
GFFDLBPA_00059	CDS	363				hypothetical protein
GFFDLBPA_00060	gene	681				
