locus_tag	ftype	length_bp	gene	EC_number	COG	product
LHKMEMBF_00001	gene	1110				
LHKMEMBF_00001	CDS	1110				hypothetical protein
LHKMEMBF_00002	gene	480				
LHKMEMBF_00002	CDS	480				hypothetical protein
LHKMEMBF_00003	gene	1479				
LHKMEMBF_00003	CDS	1479				hypothetical protein
LHKMEMBF_00004	gene	300				
LHKMEMBF_00004	CDS	300				hypothetical protein
LHKMEMBF_00005	gene	390				
LHKMEMBF_00005	CDS	390				hypothetical protein
LHKMEMBF_00006	gene	2745	rcsC_1			
LHKMEMBF_00006	CDS	2745	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
LHKMEMBF_00007	gene	1977				
LHKMEMBF_00007	CDS	1977				hypothetical protein
LHKMEMBF_00008	gene	1083				
LHKMEMBF_00008	CDS	1083				hypothetical protein
LHKMEMBF_00009	gene	534				
LHKMEMBF_00009	CDS	534				hypothetical protein
LHKMEMBF_00010	gene	672				
LHKMEMBF_00010	CDS	672				hypothetical protein
LHKMEMBF_00011	gene	1491				
LHKMEMBF_00011	CDS	1491				hypothetical protein
LHKMEMBF_00012	gene	1167				
LHKMEMBF_00012	CDS	1167				hypothetical protein
LHKMEMBF_00013	gene	900				
LHKMEMBF_00013	CDS	900				hypothetical protein
LHKMEMBF_00014	gene	888				
LHKMEMBF_00014	CDS	888				hypothetical protein
LHKMEMBF_00015	gene	222				
LHKMEMBF_00015	CDS	222				hypothetical protein
LHKMEMBF_00016	gene	549				
LHKMEMBF_00016	CDS	549				hypothetical protein
LHKMEMBF_00017	gene	1677				
LHKMEMBF_00017	CDS	1677		3.2.1.58		Exo-beta-1,3-glucanase
LHKMEMBF_00018	gene	774	cutM			
LHKMEMBF_00018	CDS	774	cutM	1.2.5.3		Carbon monoxide dehydrogenase medium chain
LHKMEMBF_00019	gene	2355	cutL			
LHKMEMBF_00019	CDS	2355	cutL	1.2.5.3		Carbon monoxide dehydrogenase large chain
LHKMEMBF_00020	gene	510	coxS			
LHKMEMBF_00020	CDS	510	coxS	1.2.5.3		Carbon monoxide dehydrogenase small chain
LHKMEMBF_00021	gene	981	pucA			
LHKMEMBF_00021	CDS	981	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
LHKMEMBF_00022	gene	633				
LHKMEMBF_00022	CDS	633				hypothetical protein
LHKMEMBF_00023	gene	627	gst_1			
LHKMEMBF_00023	CDS	627	gst_1	2.5.1.18	COG0625	Glutathione S-transferase
LHKMEMBF_00024	gene	933				
LHKMEMBF_00024	CDS	933				hypothetical protein
LHKMEMBF_00025	gene	1884	sppA			
LHKMEMBF_00025	CDS	1884	sppA	3.4.21.-	COG0616	Protease 4
LHKMEMBF_00026	gene	1653				
LHKMEMBF_00026	CDS	1653				hypothetical protein
LHKMEMBF_00027	gene	678				
LHKMEMBF_00027	CDS	678				hypothetical protein
LHKMEMBF_00028	gene	645	yibF_1			
LHKMEMBF_00028	CDS	645	yibF_1		COG0625	putative GST-like protein YibF
LHKMEMBF_00029	gene	1206				
LHKMEMBF_00029	CDS	1206				hypothetical protein
LHKMEMBF_00030	gene	1029	bepA_1			
LHKMEMBF_00030	CDS	1029	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
LHKMEMBF_00031	gene	1377	purB			
LHKMEMBF_00031	CDS	1377	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
LHKMEMBF_00032	gene	510				
LHKMEMBF_00032	CDS	510				hypothetical protein
LHKMEMBF_00033	gene	2220				
LHKMEMBF_00033	CDS	2220				hypothetical protein
LHKMEMBF_00034	gene	801	pyrF			
LHKMEMBF_00034	CDS	801	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
LHKMEMBF_00035	gene	3306	rcsC_2			
LHKMEMBF_00035	CDS	3306	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
LHKMEMBF_00036	gene	711				
LHKMEMBF_00036	CDS	711				queuosine precursor transporter
LHKMEMBF_00037	gene	2328	iorB_1			
LHKMEMBF_00037	CDS	2328	iorB_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
LHKMEMBF_00038	gene	465	iorA_1			
LHKMEMBF_00038	CDS	465	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
LHKMEMBF_00039	gene	669				
LHKMEMBF_00039	CDS	669				hypothetical protein
LHKMEMBF_00040	gene	2661	btuB_1			
LHKMEMBF_00040	CDS	2661	btuB_1			Vitamin B12 transporter BtuB
LHKMEMBF_00041	gene	1719				
LHKMEMBF_00041	CDS	1719				hypothetical protein
LHKMEMBF_00042	gene	759	btsR_1			
LHKMEMBF_00042	CDS	759	btsR_1		COG3279	Transcriptional regulatory protein BtsR
LHKMEMBF_00043	gene	1053				
LHKMEMBF_00043	CDS	1053				hypothetical protein
LHKMEMBF_00044	gene	741	echA8_1			
LHKMEMBF_00044	CDS	741	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
LHKMEMBF_00045	gene	1440	paaH_1			
LHKMEMBF_00045	CDS	1440	paaH_1	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
LHKMEMBF_00046	gene	1203	pcaF_1			
LHKMEMBF_00046	CDS	1203	pcaF_1	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
LHKMEMBF_00047	gene	1257				
LHKMEMBF_00047	CDS	1257				hypothetical protein
LHKMEMBF_00048	gene	201				
LHKMEMBF_00048	CDS	201				hypothetical protein
LHKMEMBF_00049	gene	960				
LHKMEMBF_00049	CDS	960				IS1595 family transposase ISPels1
LHKMEMBF_00050	gene	336				
LHKMEMBF_00050	CDS	336				IS701 family transposase ISCARN42
LHKMEMBF_00051	gene	2934	btuB_2			
LHKMEMBF_00051	CDS	2934	btuB_2			Vitamin B12 transporter BtuB
LHKMEMBF_00052	gene	2172	glcB			
LHKMEMBF_00052	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
LHKMEMBF_00053	gene	918	dmlR_1			
LHKMEMBF_00053	CDS	918	dmlR_1			HTH-type transcriptional regulator DmlR
LHKMEMBF_00054	gene	381				
LHKMEMBF_00054	CDS	381				hypothetical protein
LHKMEMBF_00055	gene	1701				
LHKMEMBF_00055	CDS	1701		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
LHKMEMBF_00056	gene	2805	pknD_1			
LHKMEMBF_00056	CDS	2805	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
LHKMEMBF_00057	gene	594				
LHKMEMBF_00057	CDS	594				hypothetical protein
LHKMEMBF_00058	gene	1299				
LHKMEMBF_00058	CDS	1299				hypothetical protein
LHKMEMBF_00059	gene	1023	ascG			
LHKMEMBF_00059	CDS	1023	ascG		COG1609	HTH-type transcriptional regulator AscG
LHKMEMBF_00060	gene	1935				
LHKMEMBF_00060	CDS	1935		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
LHKMEMBF_00061	gene	2742	btuB_3			
LHKMEMBF_00061	CDS	2742	btuB_3			Vitamin B12 transporter BtuB
LHKMEMBF_00062	gene	1365	bglA_1			
